OP,A1,A2,A3,A4,A5
+,6999,9083,3868,3208,5003
+,9782,7486,8479,9450,4048
+,9830,774,6147,9160,3601
+,1826,2515,8370,7875,4030
-,3175,3203,1889,1219,4559
+,1775,667,9103,3724,1356
+,8082,2796,3359,3956,1354
+,8617,1329,6663,8181,4383
+,698,52,758,7381,9119
+,9839,7661,3216,3389,2697
+,9384,286,7480,6022,4134
+,9750,50,2236,6069,8226
+,2063,5545,6133,5351,5866
+,9563,8121,1255,3922,827
+,9157,7899,1385,8572,1657
-,548,9693,79,5966,3249
+,9096,2081,7652,1038,4165
+,5709,9323,4042,1346,1247
+,9174,4310,8486,3476,9463
+,8366,3275,1927,5813,560
+,6820,1248,1933,2094,6222
+,7683,9423,3712,5497,2069
+,8233,126,80,7941,8692
+,1268,6135,7878,9896,5920
+,2886,2634,6760,9667,4547
+,9473,2285,7947,8494,1155
-,1170,3456,329,3113,9001
+,8889,1936,1026,5771,2477
+,2638,8116,5252,5143,2190
+,8679,684,9809,6664,9419
+,128,6590,7854,7534,5362
+,6588,1789,64,7461,1998
+,8098,6206,6850,182,2026
+,784,2889,9653,5092,5371
+,3528,483,2505,80,4320
+,3457,5368,56,4441,4565
+,2467,6246,8107,5775,4334
-,949,6739,2633,8821,9393
+,8438,7981,4202,7938,2657
+,4215,8579,8838,5317,9806
+,5427,8313,8653,1460,2185
+,9474,331,8683,1042,4541
+,5978,4274,9664,6843,2806
+,805,7082,8853,5366,784
+,8755,344,1616,8542,5726
+,3101,8939,6958,134,290
+,103,1043,7339,6064,7621
+,1639,8908,4792,1073,9051
-,6820,1248,1933,2094,6222
+,5278,3693,5010,8710,5127
+,5645,630,3285,1977,8800
+,7308,9882,116,1500,969
+,5005,7939,3368,9552,4009
+,8700,2350,7549,2885,9022
+,2603,5326,7875,6606,7512
+,489,1005,2873,1856,799
+,7491,700,6045,2839,9475
+,5940,4461,1592,3532,7044
+,8207,7897,7609,2941,9661
-,5251,7833,2274,3035,2301
+,2342,2176,5665,9129,6906
+,8936,5636,3193,3914,3448
+,8418,4459,1082,6391,30
+,1494,8774,8263,2787,7785
+,9962,6197,7356,8296,8718
+,1270,5796,848,438,4547
+,2666,6677,163,1566,9458
+,7696,4696,4932,1207,3582
+,3476,3260,1739,4705,4950
+,2096,4270,3462,6005,249
-,1092,5688,6082,1219,6218
+,8109,6019,1709,2448,4770
+,5132,3570,2288,228,6620
+,9179,7452,3942,1009,3112
+,9656,5485,6546,1037,4123
+,9515,4084,9072,4759,3878
+,4096,8028,2381,8235,5925
+,3066,519,2138,4190,3031
+,7915,1984,8599,9728,3045
+,6171,3866,7960,4742,8458
+,8330,4350,7554,1720,2739
-,7014,6008,4231,6328,5373
+,5460,7296,8131,8907,9207
+,5819,8581,5161,1029,6905
+,6776,7719,1229,1241,6575
+,5948,8462,9559,4986,5472
+,2119,9724,9000,9436,3915
+,3635,4208,1796,2208,871
+,1925,9249,5721,574,8933
+,7607,9708,1213,7122,6219
+,7657,6639,2816,7103,9077
+,4558,1115,4813,1969,5103
-,9388,2918,6661,3850,1150
+,2748,8752,1789,6053,119
+,4468,4181,4563,3236,2630
+,3363,4508,6504,8858,9522
+,1849,9201,9633,6050,2313
+,2784,9472,3678,4789,6173
+,3519,4706,4978,8044,4265
+,257,2334,6370,7589,5148
+,808,5985,2837,6424,5634
+,997,7773,3870,2196,7223
+,5733,937,8759,8543,3863
-,8407,3739,8471,3263,3252
+,7409,7192,8129,3125,9522
+,4390,5434,7398,9369,2376
+,3013,2980,796,9106,998
+,6858,6742,2723,4946,9589
+,3268,5911,9966,9459,7870
+,9419,6966,8533,3920,1174
+,2912,2723,9268,4566,3902
+,4580,2386,6500,533,5952
+,7121,4038,5930,336,4467
+,9673,553,8154,62,5362
-,9580,7344,5635,244,7598
+,1960,6637,8786,8878,4109
+,1605,9781,5661,9449,1643
+,4612,9863,7165,7827,8230
+,4808,2562,262,9311,7244
+,2372,2579,4234,3666,3376
+,3827,4887,7319,1125,6646
+,6730,1958,6861,6088,5289
+,7691,7169,2390,988,5722
+,2671,7753,9914,8538,8593
+,1995,7987,2695,3055,4110
-,7056,1756,4163,8338,2570
+,1707,4466,3125,2173,6774
+,7228,8797,8132,5598,7047
+,3529,1814,1675,5944,7115
+,1209,5854,8273,8104,5667
+,275,8875,6285,7564,3991
+,7810,5240,8374,8803,6719
+,4551,7284,1127,6169,5754
+,7269,2928,8880,8614,5165
+,4137,8055,5382,7843,8031
+,5445,8011,9692,5863,1657
-,5625,7379,6459,4602,6213
+,8634,9110,6887,8687,6999
+,2272,670,900,1684,1619
+,343,7779,1330,5042,2576
+,845,8781,9762,3850,4805
+,5928,3029,3507,17,4693
+,5363,6899,6655,9065,29
+,1296,8140,6179,7177,5393
+,7572,9077,5739,1804,3573
+,4665,6715,6776,3738,3231
+,3553,2988,5279,2446,8364
-,5056,8347,9058,9867,6645
+,9533,1302,5978,6024,9496
+,3933,4075,7665,6567,7704
+,3211,6703,3703,1744,8865
+,4097,614,2046,1736,7767
+,1291,2641,8896,5641,4380
+,3714,3008,52,8443,830
+,5406,7158,8886,185,2937
+,1141,6848,5997,7857,4757
+,8853,4081,191,1779,3271
+,390,2535,7349,9292,7174
-,1006,1062,1034,1267,5379
+,3873,7879,9203,4244,5708
+,1312,4956,8777,1951,4017
+,272,3500,6264,396,8040
+,5368,7237,7791,8732,5996
+,252,2218,9061,7896,4144
+,2826,7695,9836,2302,6000
+,6227,2213,6739,5949,9935
+,9725,507,3189,6305,4955
+,9935,3312,4877,5913,1941
+,7420,2165,4230,9776,467
-,7489,4569,2476,39,5771
+,2230,2119,1734,7497,1446
+,493,151,4513,9439,924
+,8283,5824,5794,3223,7536
+,9650,2315,6055,9242,2198
+,6416,5842,1143,6543,93
+,9903,7894,5336,3304,7445
+,2914,3022,9999,465,4036
+,9555,5104,4153,8826,7136
+,3471,2047,4914,6694,6307
+,1442,9841,2135,2413,1827
-,4445,546,4435,8695,7617
+,6018,7259,5535,9755,6981
+,956,9944,476,5427,7925
+,2013,2313,9949,1881,3626
+,4312,4898,2272,5156,1367
+,3170,8347,8097,6529,750
+,81,6952,8984,6557,791
+,262,1904,3407,2860,2981
+,5694,7898,7484,2898,5665
+,8004,3209,8412,4204,4126
+,615,6995,4098,1074,1432
-,867,5712,6753,1760,6916
+,196,4758,9131,509,5076
+,9668,6700,2564,9785,1010
+,5654,8834,7686,6519,9804
+,1521,2350,663,5545,8662
+,3249,7711,625,7845,2767
+,2535,5789,6358,8846,3217
+,6491,9293,5572,1065,1950
+,1789,319,7512,1219,3621
+,1049,3905,2335,2886,7013
+,2993,665,3011,7208,3215
-,1947,7803,8603,5589,5141
+,852,872,350,202,8571
+,7170,9017,5680,9754,9395
+,2084,8367,7779,8274,631
+,2141,5474,4730,2024,1679
+,5446,9775,3171,5720,4144
+,3846,4966,5349,3370,3924
+,8967,993,2922,8194,8678
+,5375,9814,8314,528,1277
+,3299,2958,4857,9513,4099
+,2616,5031,1312,9190,2927
-,5832,8314,5796,7645,9294
+,3365,2149,9445,5690,3595
+,2614,5420,4070,1493,7140
+,4909,563,2450,6203,2020
+,2608,9236,2635,7488,3406
+,7671,3817,4956,1870,6113
+,2644,8153,293,6318,8188
+,9842,49,3323,1601,4336
+,9197,4573,5871,196,5996
+,5430,9121,5101,2533,3888
+,4587,6872,7053,6431,8775
-,8664,1118,438,2072,2726
+,8605,8007,2061,7814,9570
+,4681,6286,9092,2220,141
+,7872,1532,3047,150,6258
+,3191,4328,3160,7042,5326
+,4202,632,2508,164,3124
+,9676,678,1331,1685,4107
+,6244,2559,4511,6360,4897
+,8153,6571,2863,3353,6243
+,3669,9426,704,1370,6298
+,4450,9223,4657,7144,3382
-,2847,738,9546,8450,5740
+,1248,7469,493,3655,9713
+,5072,7164,8232,4851,9097
+,7630,4949,1043,2063,1588
+,8445,8949,5152,7240,9847
+,5918,4610,2083,8299,1554
+,8793,5043,3163,8422,4863
+,812,5003,407,8688,9521
+,2229,7759,137,2245,2243
+,612,57,2532,5046,7641
+,1000,7772,4053,6624,9778
-,2798,7588,498,2358,6875
+,9581,92,4084,1579,9048
+,7981,5223,5043,1175,4546
+,6826,285,7238,586,1169
+,4020,9565,8582,1397,1483
+,7225,4277,432,1765,9759
+,2629,9373,433,5748,4635
+,6209,3356,9779,7239,1968
+,1065,5292,6481,5233,5646
+,5444,3048,1716,9297,5838
+,8991,7334,6392,5992,2920
-,8453,4658,2653,3099,1885
+,892,9071,7196,4566,4069
+,3309,7946,2271,5571,2621
+,3968,9902,152,8816,1202
+,1559,5125,8094,9700,7815
+,1601,2871,8817,6920,5916
+,5774,2135,4042,1219,8366
+,3329,3000,1895,9807,5077
+,8469,6505,7287,2130,1448
+,6103,9902,1245,5927,3998
+,473,6034,8971,4326,3120
-,3014,4192,5306,5496,9131
+,7142,6857,5999,459,3779
+,7436,1310,69,1014,8029
+,9928,2156,1348,470,7356
+,1739,8757,441,8359,522
+,7057,920,3553,4615,2240
+,8635,7993,7244,1704,155
+,2185,1519,885,3069,1257
+,9669,9599,2247,5568,3286
+,1725,2194,9790,5465,4251
+,7828,6622,3360,4424,6591
-,329,162,5723,9288,2567
+,3332,9031,9327,5802,69
+,302,2730,2508,1876,320
+,9915,3539,7894,9850,6037
+,8802,8471,2124,3440,9308
+,5227,281,3771,3906,1571
+,1536,5207,9594,7995,8015
+,8698,3209,5540,2678,1858
+,6847,3463,414,4575,4095
+,8709,8781,734,6180,5278
+,7476,9012,7631,9715,987
-,4673,7501,9218,117,7776
+,477,5756,8155,6791,8067
+,1563,2533,7807,7768,7480
+,2872,7127,202,8529,8155
+,7463,3579,7049,6498,464
+,6785,6220,8758,9353,1688
+,1591,5631,9363,7610,5466
+,635,6306,8299,7611,2428
+,7970,3701,1627,8985,8077
+,1173,2241,3869,7269,5181
+,4066,7037,7177,6512,6030
-,6791,2235,5866,8063,3742
+,9530,7673,2926,4922,4773
+,1908,6956,1751,363,5923
+,6735,4501,533,3215,5023
+,9968,2841,323,2169,3182
+,5004,9339,1294,5510,5716
+,9321,1983,9016,2738,3499
+,1688,3598,2762,9315,3889
+,7955,3691,8811,5671,8844
+,9104,9332,6662,562,9384
+,2417,1119,5738,2440,373
-,7678,1618,2142,266,7039
+,2064,6862,4103,6691,4398
+,4708,2510,8567,6138,1887
+,6050,5287,9833,8736,5203
+,2137,9050,4721,6177,9155
+,2652,5097,8221,4303,58
+,3231,7728,1300,4130,85
+,9909,4811,8423,9529,8653
+,574,5073,5518,7078,7502
+,6756,284,7424,3033,7524
+,8083,1851,9928,2868,373
-,6620,7844,45,9229,3383
+,1182,217,4217,3353,5734
+,2735,4743,3956,827,4033
+,207,3597,2522,3394,7393
+,4049,9542,1408,6110,2324
+,3780,2069,4044,2164,8207
+,7563,9993,2632,6668,7584
+,4379,2545,4662,2080,7609
+,806,4741,5724,5106,9287
+,5557,2943,1226,5241,1245
+,6402,5203,7634,8992,4181
-,5455,10000,9867,6363,4137
+,8213,8271,3202,2898,906
+,4173,9869,6624,2732,9221
+,2253,6662,5430,1017,2384
+,6133,6481,6348,1748,9910
+,7393,3251,9532,1912,1262
+,2337,7863,5567,1213,7789
+,8693,8538,6086,9132,4237
+,765,1973,8308,3269,2901
+,3707,8610,3240,462,3521
+,8464,8281,2136,506,9642
-,1659,3153,4825,8398,7053
+,1723,1895,4460,5460,6362
+,6447,7340,1785,3342,9312
+,9156,3161,9761,9573,7745
+,137,635,878,9825,4329
+,2679,5102,4150,5865,2111
+,8215,246,5176,2507,6607
+,5566,6027,7386,7682,5274
+,9074,6847,1913,405,682
+,3338,3698,4174,858,2771
+,7541,6687,3187,8656,7125
-,7125,7725,1031,6709,526
+,5470,7222,7818,974,1879
+,4671,3426,7985,9290,2806
+,6877,5489,9419,5799,6657
+,5747,9309,6583,6696,3907
+,461,7023,3862,9906,8453
+,8541,1163,4202,4170,3864
+,2559,2967,1495,2521,5365
+,5165,205,9804,3489,1670
+,3646,8560,8450,2850,4391
+,7705,286,7936,3631,8361
-,7305,9327,9916,5682,2197
+,6039,4570,7854,8594,9238
+,485,800,9136,1930,4879
+,7628,6057,9173,4854,2044
+,1001,8727,4297,4835,2290
+,3123,7670,5817,8373,4414
+,7267,2767,3873,644,2508
+,6376,4290,8442,9029,7242
+,8891,1064,3879,8719,5055
+,8327,9607,1825,3473,2436
+,1299,5808,2783,1619,3581
-,897,3914,9009,4773,9798
+,3671,4686,4920,2221,6617
+,5642,1743,1780,8681,3753
+,637,1741,9112,9577,1513
+,2343,8771,2936,4911,6846
+,7331,9911,8726,7334,4702
+,7330,8743,9442,1517,1666
+,3250,8100,8617,4897,3144
+,7443,5279,7519,2159,6486
+,6052,3533,8764,5063,526
+,5987,4822,3036,1147,2119
-,3386,3137,5791,4289,382
+,5986,7639,152,1817,1630
+,7221,2302,2115,2231,3696
+,1224,7039,5681,2614,7123
+,3206,1746,8637,1843,9868
+,1222,823,6256,4418,3311
+,9631,4972,6811,9854,3449
+,8047,3362,4142,4611,7952
+,9450,4654,6733,8964,1990
+,9893,2196,1481,7681,9060
+,3942,1923,5595,2055,1351
-,1950,4562,7730,9321,1014
+,707,7924,3122,6491,2409
+,4272,8277,9282,6270,1469
+,531,5972,4689,5246,6498
+,1945,587,7029,7727,4582
+,4485,7929,3262,9512,5104
+,3869,4815,9856,4330,174
+,3845,3770,4467,8214,6129
+,7213,5897,1561,6995,4119
+,1517,1488,8445,6354,7320
+,7985,380,3059,3141,1365
-,1527,2098,3739,9236,5367
+,4046,5941,2556,699,754
+,1003,9766,463,8646,727
+,283,9165,1898,8832,4488
+,5653,3603,8911,3348,2400
+,6616,5268,2778,3157,322
+,5451,165,869,9521,1932
+,3258,1884,3407,7200,5777
+,4108,2611,7735,7890,1876
+,7044,3499,8286,4393,410
+,7801,5743,4867,757,9734
-,6312,5553,2883,5120,8463
+,6718,9137,1153,4074,7395
+,2001,9852,8325,2060,4236
+,9296,3842,9349,8778,9986
+,9360,9891,1655,6600,9863
+,8429,4368,6281,9591,2231
+,2959,7078,3813,7535,7251
+,3024,8593,662,8034,562
+,4523,1684,2911,3145,8450
+,7885,1959,7070,230,7711
+,7772,5333,7498,3322,7777
-,6657,821,3872,750,209
+,4794,4174,6772,2351,8923
+,7367,1822,9796,844,3342
+,7111,3903,8015,3709,487
+,5499,7786,3904,3908,5287
+,6270,6070,7222,3332,2044
+,5920,8257,7016,3431,5729
+,3017,5728,9275,3487,5565
+,6419,4460,2173,6653,6930
+,4355,2043,1131,7123,4227
+,3919,7205,1313,6488,3939
-,6880,297,7472,5568,2765
+,1365,9037,9675,5986,4594
+,2674,457,2141,966,9398
+,3715,722,2975,9503,1375
+,651,2201,6021,7444,5283
+,2346,9521,75,9119,2728
+,5136,4273,8668,5099,9758
+,654,4876,5485,6568,4889
+,9798,6214,1877,9047,104
+,8347,6728,424,6781,3256
+,3978,9814,2830,3861,3891
-,1560,5655,631,2427,3711
+,7986,3444,3812,2851,6575
+,2705,4389,1169,1321,2879
+,9777,8032,2779,2611,1108
+,445,8884,3260,1303,2274
+,7473,1467,8663,7315,7182
+,7888,3192,6123,5000,9567
+,3858,2828,395,3908,612
+,3450,896,9527,4117,5039
+,502,9893,2090,830,1079
+,6918,5122,8057,892,4027
-,8265,2968,3878,8011,6790
+,5729,8581,9811,2877,5215
+,5588,7148,8107,7643,4816
+,7261,4719,8248,9868,3958
+,8059,9508,7895,6731,8198
+,1220,5079,9948,2925,5042
+,8684,7484,2010,3178,6549
+,4770,1833,3410,1656,9666
+,8065,4790,2587,7422,9222
+,819,4692,6042,8761,2766
+,9486,5806,9358,7750,5718
-,9360,9891,1655,6600,9863
+,4286,9690,2559,35,1446
+,2960,9991,7831,9000,6338
+,3628,3357,1643,3908,1671
+,8443,2563,5077,8139,3242
+,6522,2582,3700,8130,8416
+,8200,3258,2825,7960,196
+,934,5498,8023,2683,8121
+,9128,5254,5673,4032,5468
+,4533,1998,6661,4859,8661
+,645,2261,859,9332,6239
-,7913,8395,7740,8647,8595
+,3566,6145,4749,7076,5024
+,8185,9332,9424,6855,4598
+,945,7838,2435,4191,8039
+,8442,3924,7890,9410,2544
+,597,7082,8583,6931,3088
+,3912,8303,8143,2994,8501
+,669,888,121,6373,9458
+,4495,6539,6384,3847,8987
+,7786,1128,2834,3134,5537
+,1449,7201,2231,8930,4964
-,1593,563,7921,5230,896
+,356,7389,6938,253,4857
+,4954,519,788,5289,4722
+,7539,6529,6063,8404,9307
+,7783,3229,2730,5267,1332
+,2152,3064,788,3974,6945
+,7892,9384,6800,4002,9129
+,4625,5212,4958,262,4191
+,1998,5249,3762,3512,8474
+,4812,4799,5626,8585,1289
+,374,2345,3152,1018,7129
-,5738,4990,5746,9277,427
+,9308,3781,5782,9528,9122
+,8819,9311,6995,3845,6325
+,4135,185,6886,5961,8768
+,2730,2699,5314,3890,9458
+,9921,1779,9069,6430,9384
+,4325,3729,3295,4043,3129
+,8019,6854,2613,5860,2528
+,1274,7305,1747,4084,3944
+,1656,5526,9206,4733,6444
+,8621,9517,1265,1131,5380
-,8775,3677,9019,7763,3171
+,2812,2833,6473,5946,7759
+,7844,5556,4849,7887,1804
+,2503,5331,4501,4833,7508
+,9848,8684,9642,3285,3038
+,7361,1790,7953,890,3162
+,1955,350,1465,986,2093
+,8417,6694,4535,5535,2040
+,1148,5559,7286,888,9786
+,7608,6138,5447,8619,3094
+,8001,9582,266,3705,4769
-,6697,3648,9895,6928,5521
+,8616,1970,6644,827,5049
+,7661,1894,5620,1677,6143
+,3449,5698,8094,5319,2346
+,1618,3812,2127,8441,2259
+,4777,9340,3091,1074,8474
+,6425,1118,7081,1732,1201
+,5262,3446,6975,1612,9741
+,9303,4444,2746,7315,6631
+,218,883,1344,9594,6073
+,2552,1066,5873,9657,4390
-,6973,7649,8715,7445,6086
+,1483,5257,5101,1617,3300
+,1676,3769,6819,6692,8197
+,420,1209,5344,6674,5102
+,4845,2631,1239,9179,4237
+,9238,6900,912,7666,1822
+,7247,7702,2798,2991,9276
+,4957,6151,2735,9110,9986
+,9984,4687,1845,3809,7193
+,7335,1199,5150,7271,9271
+,7644,6793,7652,7562,3791
-,7608,6138,5447,8619,3094
+,2493,6364,6620,8521,4030
+,3468,1365,5069,7527,4868
+,8254,7707,2662,753,8660
+,1566,4210,2228,2410,8715
+,8694,1393,8860,9378,8640
+,8284,321,7614,5538,6425
+,5891,3900,2862,7440,5943
+,5133,5021,791,8490,7709
+,3113,4617,664,443,6655
+,9394,1311,9467,9816,4032
-,509,6535,313,8601,3902
+,4658,947,4857,6899,5825
+,2424,3422,7116,7645,2678
+,7794,238,45,3476,2026
+,1250,8517,8246,9221,683
+,3122,3083,7359,5926,8737
+,9691,5016,4192,5668,1560
+,6284,7464,3203,7749,5436
+,7174,3736,9340,3808,3053
+,1682,6658,5542,2329,5593
+,7926,9438,2556,4722,3896
-,8025,6579,2827,1031,5170
+,8423,5640,1373,3347,2413
+,4316,5392,4081,2500,4958
+,3360,8292,9371,7971,689
+,7510,2371,1767,2901,6168
+,9420,7816,2258,7113,2060
+,1203,4167,8617,2334,86
+,593,1578,2049,9885,481
+,1472,1806,4272,8294,1934
+,8643,5587,737,7328,6912
+,8497,4939,8873,3514,9177
-,3186,2975,651,9498,737
+,4177,6342,2383,7123,9126
+,4434,4876,5080,3543,1077
+,8056,3799,8564,8024,4840
+,251,7882,3722,2506,6025
+,6927,607,4195,8115,413
+,3820,7077,2856,942,4858
+,3242,1611,2615,3725,2889
+,9517,6973,573,3924,7077
+,6408,9373,3518,4166,445
+,4628,5701,5648,796,2268
-,4997,5524,8322,3896,8551
+,9993,3781,4471,5655,5089
+,5301,2558,7593,7794,6105
+,1398,9180,7861,4253,6131
+,3985,1222,998,1851,2688
+,1374,9231,9288,5515,8845
+,3417,5571,1780,556,9412
+,8638,4535,2493,9314,3814
+,8935,4816,1890,4905,6739
+,1544,6963,6715,3991,2115
+,9751,127,1721,2435,5706
-,4572,4967,4694,5426,7678
+,112,7160,6454,6895,5143
+,933,3832,4788,7692,3614
+,982,2140,9235,6816,870
+,8217,4989,1155,4198,5619
+,1623,2136,9325,1392,2514
+,7710,9082,5529,8804,4609
+,3103,9158,3031,2134,7497
+,7493,3325,4984,3147,6791
+,6799,9815,9327,7439,6917
+,2768,9274,5968,6076,7615
-,1185,4666,4188,9417,1220
+,7456,7621,9667,6645,4979
+,135,7656,1262,3169,2194
+,1898,1132,6859,6541,2106
+,9744,9305,6433,1879,4469
+,9705,9194,6110,3124,6842
+,4102,9554,2016,8213,5862
+,1582,5070,6086,201,5102
+,8289,7361,2742,5766,1106
+,3269,7976,7052,814,536
+,6450,5755,266,4921,6326
-,4992,5345,8984,1060,5546
+,5959,7740,2646,5865,1623
+,5854,1000,7596,4284,2945
+,8137,9443,6178,9888,3053
+,4724,405,8250,1748,2348
+,3729,8005,6719,9583,5711
+,7453,2865,5923,5852,941
+,3260,1079,7367,8955,6352
+,7039,8739,2228,5220,7282
+,7341,5646,9764,1180,4689
+,8807,2436,6241,4948,2314
-,8200,3258,2825,7960,196
+,1538,150,2351,3964,8837
+,9937,3019,2818,1320,6797
+,3483,1602,4021,4984,5473
+,4329,9255,3355,7084,4869
+,9680,8389,5507,7376,9285
+,3325,2105,2518,6704,3758
+,426,3085,3754,1639,6507
+,687,9426,2481,6287,6047
+,8294,2796,3024,7157,3724
+,4524,7223,3235,4455,1096
-,8177,2786,4702,4635,398
+,1958,1272,2088,2259,7747
+,34,5398,4676,8902,1881
+,5622,9118,5332,2473,2926
+,7112,4531,7740,3082,2294
+,6848,5718,4717,2961,2470
+,7565,1766,2675,4291,6957
+,2926,5622,3404,7285,707
+,3280,8768,19,8454,7399
+,3892,6597,1844,4628,8680
+,1377,4278,7937,7064,4187
-,7514,3364,9290,6192,6923
+,4047,5625,2336,5904,9914
+,5495,5363,3570,8001,8603
+,2930,6543,9741,1014,8937
+,462,5154,739,1968,4743
+,6997,880,7231,3272,2602
+,8912,2759,3467,3065,2538
+,8610,3678,6172,2562,8970
+,4462,1185,5367,9236,6870
+,5880,6075,7144,5067,1181
+,7180,9754,3251,6363,9542
-,680,3564,5405,7759,3252
+,7232,2725,4518,6080,8539
+,4803,1751,1468,2480,8820
+,8814,555,9524,3334,8514
+,7998,711,9264,1027,6844
+,4847,7981,5118,9483,5178
+,5734,3003,2243,7042,2776
+,9737,5176,4159,4189,4039
+,7887,8867,6614,3922,7020
+,9267,7049,7495,4506,5548
+,4273,3618,2218,3208,4096
-,34,5398,4676,8902,1881
+,55,9327,139,4571,5719
+,9282,8818,5885,6580,9871
+,7273,9651,4539,5580,3335
+,5442,2296,3694,4516,211
+,8488,4599,8800,1030,7721
+,911,3745,5334,1718,9417
+,7994,60,9718,5300,8143
+,97,4665,7142,1556,5239
+,3227,1262,8772,4501,341
+,4581,1919,5946,8104,795
-,8110,1442,7551,8467,2049
+,3683,7545,6807,6492,1133
+,1404,9173,6758,2685,2513
+,7659,2200,9829,3997,3279
+,644,8685,8365,7705,5532
+,3377,3660,9660,8785,4182
+,5914,3063,8147,1201,3342
+,6771,3646,3589,7927,4911
+,6593,7028,9678,3598,7665
+,8608,8214,1048,7431,824
+,4361,6842,3805,9256,3274
-,2286,5194,8574,3393,5958
+,1672,8490,1210,6113,6622
+,778,1818,5974,9047,4476
+,224,9624,7524,4755,5997
+,3612,3319,2190,3282,6443
+,4488,8868,1376,1155,6086
+,2301,6525,5806,6567,9157
+,4225,1979,2042,4734,364
+,8544,981,2331,4296,8672
+,5059,9911,1741,2979,1819
+,189,998,5647,5527,9458
-,3532,6140,6386,5917,7123
+,4308,5852,4058,7942,4814
+,4846,1351,3895,8715,8766
+,3210,5141,6045,5310,3709
+,5112,7353,1817,5738,3474
+,6266,4959,997,9048,9100
+,2412,4637,4450,9516,9905
+,3058,8177,9427,9478,6953
+,8737,6434,9383,6425,2236
+,5955,3496,1265,5080,2726
+,1242,3008,1107,729,44
-,7885,1959,7070,230,7711
+,6011,4615,9130,1268,1305
+,447,2139,4418,674,6394
+,6224,1289,8826,2913,5868
+,4319,8121,9949,4481,4038
+,4799,7947,7605,3194,2968
+,6060,5638,7696,9095,83
+,1055,3080,2197,918,1245
+,4520,3085,5287,3522,9982
+,5589,2577,5627,2444,7844
+,9027,8183,1681,248,6479
-,542,9526,8435,9115,5236
+,5426,8826,5362,2314,2775
+,822,712,4759,6321,5166
+,3569,7578,4140,1278,5053
+,2294,539,4584,4523,4837
+,2104,4728,4251,217,5791
+,6764,9516,2638,3731,8745
+,1063,1360,7888,4426,7994
+,3130,9093,1175,2597,5575
+,5640,445,7116,8727,9622
+,795,3222,862,8627,3590
-,1710,4435,734,6548,2857
+,4531,9299,532,5652,3145
+,3446,7527,7430,4431,9678
+,3050,2997,299,2355,9846
+,6220,3433,8655,8577,8017
+,4712,5714,5503,3789,7933
+,383,1505,4934,9322,6679
+,6157,1433,602,3662,3637
+,2039,9905,4229,7042,4274
+,672,3796,6781,40,1195
+,4751,4783,1211,7904,6617
-,6140,2126,583,7934,1857
+,7467,7136,437,2636,4518
+,8502,516,2055,5920,8456
+,9285,925,8551,4298,9536
+,7289,7011,3689,1088,2972
+,7060,6569,4966,4584,7780
+,8013,691,2078,9788,5938
+,979,1467,2737,6588,5182
+,9604,6476,2334,4023,272
+,9849,5354,8165,4309,1932
+,3995,272,2525,8093,7039
-,3644,3519,8531,6648,4658
+,7613,3368,2297,6778,9236
+,8563,6014,382,525,4833
+,4466,3645,6914,8041,7806
+,2544,3597,531,2237,4454
+,7737,9536,1052,2236,54
+,363,8435,6556,8203,1007
+,4589,3296,1198,6351,5744
+,731,2484,1892,3834,3171
+,1451,8549,6275,3742,9133
+,4926,4613,7324,910,4558
-,8967,993,2922,8194,8678
+,8988,2385,6322,3287,6329
+,2662,6500,9742,1597,7230
+,2014,3490,7303,7201,1924
+,1525,5003,7857,8155,557
+,8197,7194,9873,6802,7255
+,2070,8750,6342,1245,8865
+,5202,146,111,1288,5394
+,6250,3092,8625,129,952
+,219,6915,2838,7093,345
+,5242,1277,5780,4025,7052
-,9266,7745,2805,8266,2548
+,3893,1928,7011,2706,7297
+,2078,9612,9461,362,6562
+,4630,6943,3358,6186,7642
+,6819,2407,4775,3753,7015
+,8687,7469,4833,3791,4243
+,3967,6447,4087,521,1703
+,8938,5868,7326,3883,6128
+,4374,1004,8507,1191,1942
+,3819,9427,7671,5415,5292
+,2554,3965,8389,8631,1079
-,6376,4290,8442,9029,7242
+,7352,9492,7715,297,9088
+,893,900,6458,568,6518
+,2071,533,7391,9615,7283
+,6213,1585,7190,7614,5355
+,9851,7363,3806,2558,7125
+,7932,7654,6695,9188,3892
+,8673,9019,3361,5447,8395
+,3974,7674,6118,8120,4344
+,1189,5808,2982,3378,5372
+,836,5980,3726,2013,4905
-,6557,3806,2709,7681,4701
+,2866,7255,5378,6909,3342
+,3292,4269,5394,7658,9982
+,3494,1736,6575,7080,8816
+,1859,3687,9900,4608,3103
+,3835,4193,8515,3076,8141
+,6068,4785,3927,9390,2474
+,6121,562,2143,427,7913
+,6809,9721,9387,4392,4240
+,7099,8363,5057,9628,185
+,6047,1672,2906,3500,2147
-,8927,3389,3370,8358,3642
+,9060,2462,8013,4898,2022
+,5204,7722,2908,4339,665
+,453,5724,8283,4364,3853
+,1529,5688,8323,3977,3228
+,1783,9505,4748,8042,4308
+,1558,6099,560,846,4085
+,1191,6044,5390,1200,8085
+,109,9354,7079,7805,8361
+,3437,3969,2987,2745,2116
+,2333,7296,1322,1201,2778
-,85,451,3816,2301,9368
+,9213,6782,7171,9122,8623
+,526,6464,1436,8360,3226
+,759,2527,2404,5909,4814
+,2924,3133,9095,1987,4667
+,9779,1522,8453,8749,2568
