OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
+,713,4926,972,3080,3124,2513,590,6371,2205,200,5880,8912,3836,6762,1147
+,6462,3229,698,6185,7949,3799,6838,8136,629,1501,1089,5849,9896,894,3850
+,2950,2233,1996,7839,8316,1266,6118,5596,1336,6989,9643,2059,2993,3315,8736
+,8683,5117,5178,9282,105,7436,1716,2847,6915,41,7181,5278,8846,7908,8979
+,8645,4123,1653,1975,6090,4594,9469,7560,1146,8042,2750,5458,5199,5766,2924
+,4785,2413,8224,7532,7689,8681,5228,6696,9575,7706,7959,9052,3216,1099,816
+,8420,1450,6946,1682,6367,2930,5253,2747,8443,386,5686,2669,8060,1518,9638
+,1863,8965,1536,8665,1271,7165,9759,84,2043,6454,8305,7966,4242,310,8481
+,5378,1882,5290,8315,2881,3202,9562,4345,2512,6932,738,4501,1305,6138,6028
-,8420,1450,6946,1682,6367,2930,5253,2747,8443,386,5686,2669,8060,1518,9638
+,395,4902,6199,5566,3393,3934,3155,5731,8699,1478,2033,5342,639,2440,1577
+,4890,9633,3501,2466,7658,8455,6151,6964,129,550,2996,4224,6756,4670,3516
+,8589,5425,9618,4270,5908,9375,7005,7733,7033,7424,7554,6084,1983,6356,8488
+,8112,8366,3531,1140,6317,5565,9087,5076,9237,8994,6940,9632,6943,5378,5289
+,5555,2447,9492,8578,5823,1823,9168,2270,4231,2446,4115,5249,924,7962,4772
+,221,4877,6595,8334,8478,4205,7218,6956,5033,8546,2402,8172,8254,4435,6453
+,6199,114,3998,5838,6834,3470,9407,3330,6909,9912,4549,4365,4970,5766,6673
+,6112,8010,3945,5708,1944,3588,1254,8129,1161,6075,6452,3313,8973,5495,6626
+,2504,5208,5718,4188,7613,6902,3605,7712,1335,1488,3652,7802,5138,2772,3124
+,4728,5168,8419,1897,605,8433,483,1019,8144,9920,2340,6505,8916,5954,9937
-,925,5967,9916,3604,8892,8158,8662,1182,2151,7191,3345,9894,1632,2644,8150
+,4105,1333,6066,7749,7265,9382,7228,8678,3592,4259,2638,5891,7587,365,7029
+,6390,1659,3829,9758,4863,7684,9412,4737,7880,319,3184,9053,5102,4250,4947
+,9661,4092,6965,7056,4123,3833,5530,7192,1518,9870,1783,3091,5984,6561,4836
+,7777,8674,6359,3426,790,3349,8121,3058,282,5754,3815,5269,3962,9728,2098
+,4499,2280,7079,6698,3562,5454,5018,1552,1990,3531,8622,4727,1417,2384,2817
+,2209,2625,2108,5738,4434,3697,8978,4723,2457,8586,9211,9411,8419,5720,4869
+,9426,3439,1777,5387,7277,2920,5862,4301,9021,6326,7887,6227,1844,4041,2016
+,2371,5298,905,7840,4627,2661,7329,3663,2502,1075,2177,4332,7567,6486,3527
+,8639,2504,4925,133,1868,2929,5448,909,5768,2066,6020,4309,9805,1794,7302
+,3857,832,738,5819,9069,5238,8486,3335,1740,1163,1292,8707,3072,7771,6992
-,998,2455,8037,7627,73,2035,6573,7334,7947,8257,9180,9701,3898,2706,3995
+,5718,4423,5023,2536,4317,623,3370,5633,3192,701,7308,6802,1492,7016,2588
+,1752,6249,7749,1433,676,1274,4316,785,1588,3984,9757,679,351,7251,4903
+,5932,9592,6448,1087,4523,9648,5451,8384,7947,4239,2294,8534,8745,1077,8534
+,3180,5740,1808,5974,1332,9428,3199,6004,815,8343,2099,7325,4405,4779,882
+,3928,60,1421,2958,6415,6214,1670,8504,4568,7444,7001,2917,41,2881,2673
+,9120,5297,7355,2801,5829,234,9153,4745,1233,212,8826,873,562,4798,3878
+,6874,8745,8258,250,3972,8459,3031,1705,1384,2701,673,4159,7899,4758,21
+,9587,6364,1713,6914,6145,110,5355,8755,1048,4032,3818,5879,607,8276,2394
+,4482,7361,6264,4249,1294,1270,5224,1982,2941,3080,3363,2924,1679,974,4588
+,9506,3081,8142,3883,8466,5866,6469,3297,1448,6051,2923,5269,3718,8158,6439
-,2831,6314,6267,7455,5815,5174,9355,2139,5675,5421,2,6604,212,8563,1217
+,6257,4259,9406,2356,4711,1595,5712,4473,999,9853,8408,4601,8062,6191,7647
+,4114,3473,3506,4852,7238,1876,1491,4518,1722,5427,4454,3558,3422,9548,9833
+,8880,7057,4339,6638,3728,8800,8250,9489,7644,6374,5179,9869,1496,551,4123
+,5979,6315,5662,412,8965,868,8160,4990,4102,5310,7024,5189,1100,9345,7468
+,5683,3249,9380,9993,5635,908,4046,1235,4609,4146,7010,8195,6588,2193,7010
+,2932,5701,9751,3740,2278,2230,1580,7190,1783,742,9110,7677,3964,2989,4135
+,8067,869,4308,2112,1264,4582,2067,2445,8643,9751,7519,9431,1400,8921,4890
+,5896,5585,2360,1413,9271,7240,7680,7863,8764,9039,5876,6190,5042,4606,3846
+,8164,9608,9179,6635,2759,1159,8651,3144,838,1915,755,6560,2571,7721,8926
+,7514,9419,8637,9253,4943,7664,3434,3788,7447,3495,3818,2116,5977,5131,3031
-,4762,4415,2701,7921,2306,2264,1510,5360,7614,4426,8991,2665,6100,4018,9922
+,1166,5680,3753,1429,9959,4079,7532,3056,24,5968,4796,4565,914,917,5658
+,9568,6154,3640,3065,1468,2864,8823,8707,267,2346,2734,2920,8940,9110,2719
+,5868,9993,4406,6417,2204,8099,3059,898,6861,4340,365,249,4615,2379,1503
+,6189,9621,5494,1119,6687,8045,5660,7629,6944,9953,1561,6856,3513,6092,2851
+,8699,3943,7036,2942,5027,1270,6601,4465,2251,496,4398,4851,5336,6161,5672
+,7472,2963,4581,6692,7127,8811,8415,6397,6143,1973,4814,8824,2168,45,7623
+,4947,966,6574,29,3442,2968,9873,3330,2784,5560,525,3774,4513,8203,307
+,9751,3176,3771,3539,3225,33,7083,2125,7490,2308,4425,6755,2938,2511,8962
+,6624,7014,6087,809,3776,926,9892,5675,5018,7932,2490,796,6217,3211,6823
+,9361,8140,4689,5662,7044,3201,3700,6777,5739,1232,98,7882,873,8697,6451
-,2139,7866,7340,7402,2595,8767,1219,6096,133,3451,1826,6471,1937,8911,9235
+,6475,502,7288,6569,5943,9587,2083,1030,8591,2353,4794,8569,9716,1650,3054
+,7680,7348,1850,7709,5772,6223,8636,7608,1851,2544,4510,3555,7757,811,9555
+,225,1901,3525,3703,735,2394,8262,4489,4861,8069,1754,8045,5404,9341,8360
+,8926,6550,9322,5975,1383,6139,7498,812,9941,3597,3561,3078,8851,6280,1068
+,277,2863,2014,8694,8022,8668,1179,6730,6864,6523,8235,6590,2678,6725,5981
+,5420,1672,5512,3071,3086,2543,8507,4124,9280,1681,4277,8292,8759,1522,2926
+,2897,2402,4039,7511,2723,5651,9754,8859,5765,1421,4559,481,3570,6972,8672
+,4094,2715,4822,9883,8012,1071,8566,6351,5948,9403,6676,6830,1255,8506,9742
+,3392,7915,4844,5238,5230,1236,5737,1570,1701,8932,1205,239,9372,9781,5529
+,9822,6071,8507,8492,1686,1886,7451,9061,1493,8358,3715,2933,4727,4918,4836
-,2489,6242,6215,2683,537,8071,9133,2480,7089,8374,8312,1730,6823,6470,568
+,3661,3373,8924,6922,1547,7201,4815,4453,112,6402,1208,4714,7751,7652,5341
+,1308,9769,1600,4330,4571,2116,3067,5163,5285,6194,5755,3823,4921,1217,6589
+,2185,3462,2763,7244,5656,3120,2831,7259,1656,966,6746,7691,4995,4610,3108
+,8053,1874,6670,162,1607,9399,4424,2492,11,5772,2295,9230,3482,1247,4650
+,1465,9968,5693,4021,4290,6682,1492,6702,5713,9814,7077,4244,1254,8884,8571
+,6166,6745,9324,9756,3264,9004,3728,9834,3582,7128,3736,9584,8702,6392,3160
+,3071,2381,804,7337,2283,7011,9576,708,1628,5319,3498,8868,9857,1887,2646
+,542,7183,2836,2130,1666,1910,7514,5094,7283,7261,6612,2768,4826,4909,4860
+,2762,9880,859,4303,2592,9675,8284,454,6197,6850,9031,9124,4146,213,5167
+,8217,4551,5252,2552,4424,7118,5531,6490,7081,9389,9846,6387,235,2839,5073
-,7871,4175,529,5752,8790,4341,3603,7021,6632,2133,5125,3773,2057,8228,4573
+,52,8971,8966,7742,1100,96,8336,8017,5546,3381,4306,9422,1161,3394,1183
+,6469,2062,9599,7827,6053,2995,972,103,2045,3041,1061,7185,3850,4226,7339
+,7784,29,5123,4208,5098,2405,5061,1454,1322,2088,6429,9867,6334,2554,3798
+,7017,2075,2682,9469,6569,831,7535,6000,8972,1912,6329,933,9296,4628,5829
+,1409,524,3187,8788,2509,6902,9193,7870,2583,8667,3521,2585,3954,9693,2880
+,9212,1608,3934,7202,13,7057,4027,1854,1970,2661,5503,3740,9626,4467,9048
+,9160,6967,1455,1370,8646,9398,8651,5716,8222,4538,3523,2977,5396,2657,875
+,367,5928,7620,8679,37,6422,4846,1626,4489,531,8363,1480,8778,1121,7205
+,1060,9513,9380,7715,8063,6618,6681,8065,6912,126,1964,356,6933,8079,3630
+,2945,5711,1499,7798,3349,4751,2862,3880,8716,3378,1343,3757,8544,432,8506
-,2511,6671,2520,9700,7926,1525,6800,5032,6411,6073,1038,2239,1836,9651,604
+,2341,1448,2350,7331,1865,5478,5882,206,7778,9411,7353,3395,9398,7107,9303
+,203,9798,5633,5173,4054,5217,4453,5555,5709,356,7974,8851,4148,4113,5414
+,5349,2434,834,4665,4858,2988,8931,4138,256,2459,7959,5228,381,4388,669
+,420,4240,1225,670,2781,785,82,3981,9927,8349,4697,7211,2373,220,7145
+,7896,2993,3430,6009,8639,5841,5313,3880,6980,946,5499,8077,4509,6361,8870
+,7223,9536,3793,5946,3997,1306,4879,6200,9971,8486,7692,1749,5754,413,5706
+,7224,8392,6536,1644,8632,5428,6903,2732,2911,9862,3295,5996,7694,5320,1384
+,7257,6064,7360,390,6662,8223,6704,697,3574,4533,5016,2763,5396,2357,2077
+,5895,2450,7574,968,1490,9118,9449,6014,3574,6867,17,1627,6166,209,3548
+,164,6428,8466,2372,682,1279,7160,4704,5882,8594,1259,3884,7498,9905,5220
-,3661,3373,8924,6922,1547,7201,4815,4453,112,6402,1208,4714,7751,7652,5341
+,3386,5010,388,206,7798,4957,7572,9275,575,2175,5439,8241,9875,7310,8010
+,8027,8530,1172,1828,6244,6344,9245,8505,8038,3135,3676,6543,7010,2372,3132
+,6165,6326,2219,7605,5938,3487,852,9567,8636,1188,657,2591,5315,4961,3043
+,202,4591,7514,5887,3098,9889,2344,8005,4970,1746,5940,3849,6046,9466,126
+,6031,4344,970,7471,7133,1929,6791,463,2922,7271,7103,6676,6999,3518,4195
+,2223,3465,479,5359,5436,6826,5816,2984,7214,9904,6449,243,3044,894,8163
+,8313,6315,3045,6178,7097,5395,2388,7836,4307,2257,4305,5174,3822,1414,6047
+,6479,1583,2728,9319,4954,5136,3521,544,4093,5888,1786,3772,3832,527,687
+,7326,3866,7326,4075,2540,7787,8805,5303,3212,3428,5897,8188,1193,1254,978
+,5517,3206,362,789,5258,3095,1754,8782,6575,4913,5617,5826,849,2626,7135
-,1429,8519,4038,8452,9221,8934,9083,6882,440,5063,7511,2006,7044,6628,886
+,1123,9338,4658,2602,7246,8781,8806,799,5100,2673,2386,6182,1038,973,1919
+,2781,1781,7085,3500,7322,5925,1365,7354,8983,2474,7495,1707,3313,2713,780
+,8426,6993,5031,3261,9630,5590,541,6456,3029,8235,8005,9735,3248,6133,7454
+,2568,0,5473,3684,1434,2456,7783,6793,3078,1640,5728,6053,7712,8685,9864
+,3183,3290,7294,8530,3593,4692,2305,8659,9044,9045,8894,4417,9010,6166,9139
+,7630,991,6913,6207,6614,8130,9456,9751,9637,1085,9391,3699,2195,9251,4001
+,1732,7002,2959,469,8354,8415,4505,993,6197,4267,9003,3481,885,4639,9698
+,184,2271,9280,3004,4664,6714,5620,3134,5395,8355,2510,3645,8421,1008,6948
+,7717,7042,5716,3715,9720,2643,1185,7802,2724,149,6828,3100,7615,6455,324
+,6025,8785,1798,9079,1016,3155,7770,8977,6536,5029,9688,8861,4523,4032,2476
-,7798,6808,7172,6869,9942,5655,9670,6130,3172,4115,5824,5350,1696,3616,4178
+,2080,2441,1365,1320,3204,7498,4515,9343,9816,2399,9328,5520,6493,465,2115
+,144,2399,3970,4353,458,1353,5341,9610,7957,6032,1332,7282,7803,869,1650
+,440,5496,8191,9973,9892,3488,1848,5726,7408,7079,9408,8204,9295,8754,4142
+,6989,7596,8314,1105,525,3776,5051,564,3230,3136,4644,9122,3501,2332,7695
+,9180,9343,8421,2317,4481,9809,7489,6945,9567,1525,7881,9792,1483,2014,8952
+,2803,2704,7366,5321,1142,3375,6752,8801,4989,1326,2488,9868,2602,4081,5966
+,6169,5663,3513,3226,609,4148,873,1061,7752,6434,9535,4313,6656,2944,2666
+,5881,1959,3322,7707,9012,6450,8055,7417,1843,6518,2870,819,1330,1059,6261
+,2256,3898,8734,8565,1207,5297,8011,5515,2128,9296,376,4867,8320,3175,6652
+,3400,6057,7422,8154,8341,2793,48,866,5709,8417,6263,8355,8210,8972,6715
-,9195,8253,511,5861,1195,6055,4481,7623,1479,861,693,9925,4904,7509,3310
+,441,9367,4354,247,4346,121,4400,6797,4153,4262,8075,1355,5304,169,1417
+,3408,7861,7127,7533,3883,1191,6842,2003,4822,9647,9399,1535,3002,8191,8070
+,9458,3359,1266,4819,7422,316,4412,883,550,2647,7050,9625,3114,5519,1289
+,5729,3717,364,1581,4576,8097,7893,1424,8687,2358,8399,7380,368,9804,5166
+,9642,6771,5659,4188,6126,280,9682,357,5030,407,8146,7034,6931,8821,9991
+,3201,4733,3715,1528,9054,9226,5366,4410,7622,1177,5630,9026,9899,1686,2011
+,4271,1875,1795,2654,8981,1447,3686,9726,416,4628,4866,2658,2810,5684,223
+,9913,7818,4035,2554,2658,8376,7484,6206,6021,4881,1970,641,7173,5796,7287
+,3642,7889,495,2744,1039,2464,4045,5291,2933,9240,8287,5036,2903,5278,8176
+,6885,4749,3180,6366,2416,4139,9083,9165,1977,275,1375,4295,9081,2664,1429
-,1162,2854,2210,5072,1631,535,1606,6048,8527,9176,1686,9595,7435,5357,8772
+,833,6514,2703,5276,8225,5025,1389,8935,2323,2898,6073,3941,7721,8052,435
+,7394,8983,6013,7949,6312,7810,3104,3101,7275,6281,852,3655,381,7241,9191
+,9856,9747,7510,8968,5729,3693,4297,9939,4647,5920,1607,1822,5985,8107,260
+,9449,9584,9958,4030,5176,4202,7224,1871,2571,8628,9794,1024,4125,4359,52
+,1821,8751,5638,3206,4271,6800,7094,8970,4291,5154,4182,9916,2777,4958,2309
+,44,257,56,1877,4252,3869,6365,5339,7479,479,456,882,2553,1171,9089
+,8595,8185,9634,491,3441,4775,1118,7270,5930,2186,842,576,2860,1272,332
+,8668,1265,5039,2748,1370,5381,4792,4137,1405,2082,5488,749,7788,5639,6952
+,7415,3033,2508,7577,1379,2449,8582,1392,1387,112,7205,1796,2431,3346,7807
+,3844,6767,5939,2928,8180,6244,6566,1694,8968,7322,6631,684,1260,2017,4482
-,1937,7269,2753,3027,5023,8708,3753,5051,900,1111,1590,7645,6660,781,7422
+,4231,3657,9104,864,6726,5401,2812,6434,7412,3259,7022,8130,9771,1020,13
+,7579,9067,9706,7095,2900,8870,7731,9899,8999,6257,5963,4949,3982,7463,4700
+,6647,4924,1563,9991,164,6414,4064,4187,9261,311,5670,1166,6743,1127,4129
+,699,472,203,890,4541,5783,5875,5954,3355,1470,9937,6295,8022,3380,6131
+,7486,128,4053,7411,8980,4351,9361,6203,990,4453,4503,1376,8408,6046,5444
+,8866,4499,8531,5809,9945,2771,796,4343,1545,1985,4719,8566,9718,8900,9597
+,5739,8872,1433,3765,8480,9289,8789,7403,3717,433,3875,6511,9981,9730,4223
+,9719,8552,685,6164,6944,8926,9126,8226,4737,8796,9560,4901,4189,8225,4581
+,7768,1017,7417,5105,7678,5944,7692,8294,862,331,1782,1862,8780,3984,125
+,4162,9949,4063,4650,3320,3778,534,7337,144,8928,179,9647,4804,6697,7691
-,2825,9097,9856,2979,5969,2887,5448,7667,2890,921,3919,1131,6897,106,2213
+,2540,3923,6928,6722,3719,5635,4019,9613,2024,5459,7095,4091,4371,1681,8288
+,9343,9569,6776,5463,3158,5783,1663,1743,8887,8171,5037,6658,6818,656,1965
+,6408,3365,9643,7855,5434,2743,3048,7333,5288,4774,460,7272,5324,3336,4051
+,8137,9808,8350,6481,523,8393,5484,720,3963,3407,3954,9011,1038,8092,4205
+,451,3662,7220,4108,7716,3596,8217,2465,9582,3411,1907,747,7270,7763,9889
+,5308,4888,9843,2495,6673,1661,1143,2661,1309,7774,9466,3332,4385,6563,5216
+,3619,4139,4335,5061,3752,240,2466,2101,7723,490,3704,7116,2066,9759,8731
+,242,1251,4434,8278,6965,5403,2361,9303,6500,1957,6149,242,5384,8041,4417
+,172,9371,8685,2372,1316,7812,5721,9513,4785,33,586,427,4816,1073,6409
+,6662,7886,3075,9560,4643,625,1748,3997,3891,623,5359,2371,6241,9477,5799
-,8214,3010,7368,6304,9861,3091,1323,1737,5276,5393,160,127,415,2497,4265
+,9717,383,6724,1495,7347,8605,1811,8969,5052,2744,3799,2581,1228,454,8956
+,1246,3278,2428,585,2935,2855,3638,732,8333,2762,6187,7469,7417,1800,1881
+,641,7058,3651,5136,6333,7512,7519,8664,432,2587,7166,373,4798,8086,9114
+,9560,3112,6096,2824,8882,48,3546,5897,7957,750,7500,2534,6786,79,2284
+,1492,8881,7993,3536,5073,1159,8482,3826,9214,618,354,4487,2098,8,6628
+,1866,638,9144,2533,5120,8303,6763,421,6306,294,5518,8688,7841,9696,8756
+,5395,251,6069,379,4511,1693,576,5216,4070,8181,3022,7912,5063,2225,4382
+,6,459,6748,9227,7299,1373,526,5199,2769,1639,6309,8628,2434,7930,295
+,5762,1992,9700,7523,1125,4538,6140,1361,1782,4125,3409,1940,6057,4885,7665
+,7079,8033,535,7605,2277,5670,4440,719,3725,4379,2512,9262,1468,5817,9133
-,4157,4975,6822,1029,8743,2596,3833,9310,2667,6127,9502,7502,1996,5566,6519
+,1651,9777,1938,6002,4146,6171,2458,1289,4121,442,2071,4313,7038,9066,4615
+,9057,5977,3014,3272,7985,442,4066,5085,3387,1361,7853,6960,4354,7462,7052
+,9668,1111,6061,5212,3340,3961,6807,3345,5103,3108,3182,3118,7757,9839,454
+,9982,1401,5299,7390,2101,6982,3320,1311,8554,3167,9404,8097,6388,4456,4628
+,1012,9033,474,8000,628,9034,6747,1688,9931,2980,1802,3433,5423,1451,3880
+,8334,4659,9568,9755,6136,4359,66,9517,9970,2574,1593,9075,8696,9775,5596
+,593,8598,9378,3135,6476,3333,4353,8270,5566,8357,8234,7042,9057,8072,1447
+,856,7341,3708,734,9718,7059,1294,4545,1139,3736,7491,1891,1984,4302,241
+,633,9633,7077,4766,6358,475,7178,3199,8996,776,1310,46,4316,6295,1914
+,6290,1659,1230,2932,7757,7479,5143,3232,3289,66,3424,584,3756,7321,6691
-,1984,7251,6640,1524,4342,4902,4484,5190,5062,112,8919,6189,8499,8076,4613
+,1802,9678,524,2674,8589,7635,3319,458,1311,5107,3726,6158,9657,6709,1535
+,4056,7991,1844,9826,1128,9347,5536,2467,4028,1803,2187,1238,5049,3550,6410
+,2420,1335,5562,1026,8948,2291,5056,6045,400,5631,6092,3626,1262,1532,3804
+,4474,3106,8348,9142,6953,1926,2366,4030,6359,6169,1021,1314,3725,9120,1916
+,9819,131,853,7788,2388,1199,5559,4874,290,1703,8971,4417,2378,3089,5838
+,5449,1981,4142,2511,38,2512,2732,7926,3862,7411,5866,6343,5436,2861,5879
+,1016,8329,6894,2728,8015,5574,2365,9548,2355,1700,1888,7148,5719,2605,5943
+,7830,4337,364,7117,539,6117,1957,480,6518,6855,5132,6829,7339,3458,9083
+,5552,811,6372,816,6629,223,7400,8291,1922,8844,363,6088,9671,5235,6569
+,5463,7641,215,1570,7926,4345,5464,3917,2748,8870,72,3710,1363,5167,4349
-,4909,5174,2155,8082,1281,4342,9932,2185,7654,1646,1460,5919,9689,5977,7155
+,6339,7916,1252,732,6355,2573,7260,4297,748,3453,6616,3698,1042,3186,9080
+,2753,4180,4608,8270,6308,2708,6852,6545,9656,5749,3925,166,975,5889,6013
+,940,8937,2409,9178,8903,6602,2032,7887,8814,3527,7154,4420,2167,1655,7015
+,4040,934,3792,8357,594,3347,9677,1252,7213,8242,5673,5975,1186,1828,1451
+,8198,5051,5560,963,7394,8388,6443,635,6484,763,4933,4991,8576,8881,7307
+,5066,4078,1459,5773,6987,9104,4319,7986,9604,7483,70,2181,1795,751,2264
+,8635,3406,4630,7970,4043,9869,4903,3466,119,1265,4748,9669,4217,5950,4693
+,2494,2449,8040,8588,2603,3994,7651,6150,1849,3755,1457,5397,6678,4595,6849
+,1272,4348,1757,8325,9260,7242,2312,2986,1634,8621,193,9692,5379,3051,9524
+,5159,556,5140,4454,3895,2083,9377,8246,400,9507,4418,9245,5346,7321,8295
-,5764,7939,2425,8201,7613,6412,648,4927,7267,1921,6740,282,6392,5029,1436
+,4061,7860,2968,3683,9726,6151,7315,7697,5146,5639,1261,1742,2082,9446,7530
+,5481,8750,7182,9738,5851,1301,4767,3479,9126,7771,6331,5263,5279,2447,2939
+,9776,1795,896,8776,9655,5407,6716,5292,2876,7262,6031,2366,1561,6813,3902
+,7356,5004,3346,4726,5547,5518,9980,9529,9649,5215,1154,6273,6671,9153,2122
+,7947,4061,9158,523,6551,897,5154,3545,9809,9203,8260,3371,8785,8169,308
+,6784,2597,5265,5420,4935,5652,8921,3673,2153,6027,83,2166,9846,1238,1771
+,7028,4099,3499,6721,5297,6145,6724,3969,5325,5127,5192,9793,3288,8849,7686
+,9599,7157,1822,1021,306,8153,233,3220,4569,9264,4834,8144,5402,7310,9975
+,2638,4570,8307,9821,4026,570,5857,516,5887,9689,2483,7607,3247,1642,1228
+,1959,1079,9651,7226,5985,3290,4347,732,4588,6554,4286,4587,2433,9574,269
-,2705,3208,5882,1475,8143,4555,4638,8207,1537,9698,7318,2227,2668,6217,3145
+,966,4530,7732,6918,2107,8771,2256,3259,4208,4639,2037,3073,3206,2943,5439
+,2200,9300,7561,3710,2125,61,4500,9594,1189,4950,9774,180,3195,3121,4782
+,9815,1288,1287,9767,2253,9974,3746,3049,9806,3623,7330,389,2213,6620,3264
+,9385,3599,959,4102,4842,8793,1432,3353,5634,2351,7099,7740,9468,1952,727
+,21,5838,7826,2839,8180,3754,7471,9160,5229,4533,8839,7682,9624,2290,7154
+,7091,6396,6483,7174,173,8398,8576,4435,3926,4718,9194,5929,3516,8850,1442
+,8539,4305,5405,4035,6880,6808,239,9696,5633,9284,983,9488,342,7063,4055
+,9094,8622,1906,1703,2590,8652,33,4864,3491,6840,1769,3163,209,2218,8634
+,2484,5102,8837,4011,5054,9782,6917,223,3713,7696,9874,7954,4676,2719,2191
+,6297,6669,2051,9412,8295,5012,6688,4520,6513,7937,6765,7217,1304,2595,1392
-,1236,1273,2106,3392,1127,13,5917,6323,1775,5553,2209,1288,6385,2800,7173
+,7822,2653,5301,6607,6044,2192,1558,2568,9197,8909,5423,420,6132,1947,1108
+,1440,7184,6780,8493,3139,7877,4490,7197,7401,1934,2489,2802,4901,1299,3066
+,7429,3798,5516,2828,7280,4299,6611,850,4351,2167,2310,6036,9693,1348,8304
+,6706,9711,1139,72,1047,680,5729,3675,1598,1081,5555,730,5188,6741,644
+,8511,6953,4526,6757,9836,753,9385,5302,6478,5851,2422,4862,1971,7628,5237
+,9992,9262,9531,4641,1884,9468,7322,9500,9617,1594,2379,3734,9689,4158,5461
+,7036,5560,2412,1710,6181,2680,4921,3401,7278,4304,5467,64,5474,6161,4228
+,4398,7239,3476,7228,4271,3471,8997,7348,1788,5632,5119,9316,9748,1216,6145
+,8382,1476,9637,9243,4028,8552,4137,2812,4014,4569,7667,9187,9632,8204,6797
+,6561,2317,8018,5994,4421,9945,6530,2546,9941,5829,833,7232,2503,698,5353
-,6232,1017,287,9609,5147,6079,7111,5576,5424,1693,739,4447,3627,6723,4354
+,9685,6437,3305,2248,5611,9858,3430,4373,8970,6755,3618,6079,7021,3931,7288
+,4599,5621,4921,1879,7257,2098,5212,3387,496,8925,4334,1904,9229,6273,9963
+,5494,6961,9846,6896,7854,5604,2672,2304,8313,972,5931,2752,1163,9606,2592
+,1364,632,3116,5563,710,4159,7567,6587,189,3061,7745,5163,2913,8397,5359
+,902,2514,1604,63,1628,3403,3289,746,7481,2818,6803,508,6916,3873,1908
+,2728,3032,4907,7366,2129,7878,6220,2045,96,1698,6060,1037,3008,1611,7885
+,757,8422,2969,2742,7259,7688,4086,3046,2311,6182,4646,9562,4932,7090,3661
+,7550,4669,5547,8007,7677,5594,5963,7211,271,4562,4972,9481,9567,8833,6878
+,8128,6744,9789,1445,1957,6078,1786,654,7256,6343,9128,5890,6688,9649,4258
+,8994,7390,5888,3861,4374,4696,9557,5429,8269,1836,4889,153,8579,4005,1687
-,850,7289,4930,5770,6538,6554,6084,4229,1548,2849,3166,159,5172,6953,3675
+,8160,7365,2156,2923,5732,5528,542,8321,5845,6805,2131,9014,2192,5639,1646
+,4320,7850,2914,730,6238,7618,9634,1859,9987,2610,3585,104,1896,5998,8507
+,6333,7555,9458,4542,5464,3103,9372,2295,5869,2730,5127,9660,5669,7931,7350
+,2013,6394,7831,7543,9856,8163,6732,6554,7261,4585,1209,7926,9203,4865,9981
+,895,5542,3346,9110,9453,7733,2523,5857,93,1308,323,1882,3278,4467,5541
+,174,4615,4575,2927,6967,6621,7061,4575,2353,5846,8503,8445,3447,4193,3851
+,4718,3008,7726,9129,6886,2708,6548,8529,9079,9503,9730,524,6316,2540,1930
+,7303,3388,1030,2273,6388,1576,641,834,7801,4339,1131,1916,4332,4561,5300
+,8959,8750,1882,1405,8820,2554,2640,7648,185,55,7984,2060,2861,2069,2436
+,4111,3936,1585,2658,4209,8522,9332,5161,282,8143,1501,8817,7944,5490,3485
-,9718,5544,2125,6711,3518,8403,2513,5797,6598,7142,9888,9052,8346,2899,6034
+,4247,330,245,9846,500,9874,5344,6139,1901,3570,2219,9162,9088,6086,6783
+,8671,7884,9045,8485,6255,6153,1402,5975,3953,3103,7913,1709,4057,4624,3867
+,3372,991,8025,598,617,1200,6762,1080,7081,4257,7284,71,8331,4262,4369
+,2055,8782,9721,9841,8712,9357,2107,86,5229,5767,8376,5484,7021,6389,8780
+,9761,4791,2314,6903,1442,9852,1136,35,1166,5875,3665,5708,8266,138,4179
+,8464,670,8065,1538,7351,4165,4975,2529,6763,5812,5798,4898,1936,4581,8500
