OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
+,3552,10643,9961,8904,6736,3929,7741,12379,12986,4268,6298,12109,873,6261,1335
-,13944,11658,2854,110,14293,5476,10118,6919,14785,12763,6628,3755,9946,14699,5119
+,8040,8236,2720,900,7301,12479,8396,12834,1083,12895,5656,10848,7483,23,14589
+,9349,5090,4581,6702,10027,14383,12333,6823,1023,10143,4289,9672,5440,4621,12180
-,4362,13522,13117,7473,11936,395,1324,2269,1894,937,8228,6040,7161,11724,2921
+,6122,7734,9676,9206,12093,6448,13567,5496,11215,3478,5767,5017,12502,4707,2093
+,12867,11306,6932,3491,5,2075,2999,6294,1109,13166,1026,5340,9449,3883,9394
-,6759,12602,4528,6466,14608,4857,141,3508,405,9455,1911,5771,10317,1923,6358
+,5332,14314,151,10672,6813,994,13518,13522,11496,12487,3672,9110,8383,13220,10482
+,7990,14929,2554,5270,9449,7945,11702,5134,10380,2848,12312,12833,12638,1154,6581
-,3289,14716,2394,4867,338,5934,5510,13410,2346,6696,5516,327,5062,10019,6760
+,4917,5253,13895,3301,12695,1500,166,12806,12917,13541,3790,7479,12871,13847,1868
+,3456,8446,14166,14125,10395,5511,12003,4947,14520,12198,9683,9294,3684,3398,11836
-,11006,12876,9901,10774,3003,4833,9919,2374,8127,12239,12002,3997,2998,6769,2480
+,7997,1045,10934,8720,12300,6493,7970,1392,7800,5163,3743,5900,1838,9593,12431
+,6497,2605,655,14628,9841,7796,9873,5461,7560,1608,4261,850,6908,7679,6294
-,10980,457,12052,9787,8472,10732,2840,1008,1701,3873,14787,3,8724,12618,13253
+,3168,1773,11843,13792,14980,7688,11118,10503,4645,1762,13275,40,3059,1499,13571
+,5434,7112,11159,8886,8510,1549,10593,13076,4248,13174,1741,14153,11241,487,9949
-,7881,9935,4111,12391,13373,9742,3407,10479,11031,10055,249,13167,9700,11733,7641
+,4681,648,11793,1377,5691,13861,13806,2689,12071,5166,10239,11375,12477,9354,11423
+,6134,3160,5238,10291,2053,11065,12101,4661,2534,9275,3023,4718,8666,7554,5739
-,9339,5093,9816,8171,13208,5741,9162,12685,6374,5770,8785,9017,6702,13461,9886
+,14354,3922,11333,5344,9684,2160,8948,1254,886,3490,7066,8695,7996,14251,3219
+,6298,12486,7639,10366,12536,5462,7303,7016,5330,1264,2544,3182,1890,6466,7729
-,14886,1725,9010,1620,3996,13953,161,9725,3697,13448,7355,14316,6880,7987,10890
+,10642,8007,13009,14674,12050,6649,10528,7187,7907,160,8622,1037,9178,11248,6138
+,3453,7065,14802,9591,11021,1888,9611,10789,5719,7298,5263,4123,6124,6441,10585
-,7636,1275,5414,3975,7524,11273,10754,5613,8101,2902,12764,14413,11240,9283,13450
+,11910,627,713,2648,9962,2419,11712,1236,3656,7428,5090,12917,8142,8110,7506
+,5313,9729,11783,6164,4405,11329,10988,3462,10964,3949,6493,465,2231,5773,8064
-,221,12660,13606,9041,4157,7093,12229,9093,1177,10061,5594,9277,5793,246,8244
+,110,3915,8205,1342,11763,14556,9675,44,8918,8996,11930,528,10248,2902,11239
+,9942,7235,5817,1239,11413,6064,3084,11909,14618,9534,14590,63,6193,13902,6892
-,986,12253,9912,5203,12378,1409,11813,8294,9413,3770,6321,6449,5025,5703,11951
+,6650,14453,2721,3938,8017,10194,14941,4668,4203,3417,4438,7023,9953,11246,14864
+,12720,12072,11872,8702,13911,2129,14547,10998,2945,12699,14203,819,9750,217,7854
-,14708,2393,10650,5245,13305,742,6501,3299,14177,12834,11333,4587,1967,13123,4771
+,13171,2361,2015,9261,11382,2825,9588,14692,8857,3809,596,7741,4178,6996,6871
+,1117,3584,5696,2189,1203,1616,9624,4816,11156,6731,4825,6905,12804,5217,5367
-,1378,10652,155,11296,14647,7466,5985,3370,1544,10271,4336,5428,4831,1041,534
+,10556,13127,10726,4177,2009,7399,8560,11906,255,2801,5840,10115,1226,8363,9458
+,6605,12230,11692,580,4830,13902,465,11541,4237,5092,3779,6442,7640,3847,2046
-,9370,7468,3651,7717,14253,7442,7020,10922,8410,2357,10076,9753,1681,1216,10017
+,7434,14487,5589,10404,3598,12471,6246,4192,5982,4872,12021,7676,7389,13713,8780
+,11290,4383,7285,9503,3372,7809,10503,8469,9871,8945,2392,7380,6485,12436,555
-,9165,11332,1191,746,10240,9238,7612,14726,4611,13401,4910,5550,921,9437,11963
+,5916,1585,4370,14720,14246,2155,8021,14507,5748,3698,7085,7227,7994,7750,9755
+,9787,10852,8688,14871,8696,14444,6680,14302,6590,9704,13845,10941,11612,12122,8339
-,3805,8528,849,5829,12025,5667,9069,14923,3493,13367,7904,12426,509,11305,13056
+,1123,898,131,7844,390,4962,3172,14608,3776,9844,12285,2073,627,14098,13548
+,10509,2418,939,10287,9523,6487,6520,2124,6976,9969,8241,8063,3622,1444,5271
-,4867,11274,3173,3478,7463,4921,7492,7398,8805,14860,12434,10354,6404,13891,4250
+,2575,12877,11232,2317,12763,9044,12075,13005,9101,6838,13883,14510,11660,2947,8842
+,12230,6684,12379,2450,14990,8227,7792,11969,8073,9091,12558,7318,1062,10623,10916
-,3086,1977,5895,11570,4532,12327,11220,10226,5061,11933,13924,10771,2109,899,13486
+,6233,4680,1127,1778,325,12147,7969,5820,1485,7137,14386,8853,512,2046,4539
+,1290,3358,12528,8942,2525,3083,741,8067,12032,3597,11867,8839,4299,8582,12507
-,3742,8070,901,12092,5504,9151,12590,14312,11466,12606,10335,1873,5397,9598,8678
+,5321,10878,11234,11816,10242,935,4024,6604,3329,12560,4749,12970,2891,6650,3292
+,13635,12687,7933,9435,12866,186,6343,8348,12438,9084,2192,2222,9746,9545,5716
-,4917,5253,13895,3301,12695,1500,166,12806,12917,13541,3790,7479,12871,13847,1868
+,8582,5004,10732,3862,6194,10421,2386,14307,14724,14785,11242,6429,12475,4444,7495
+,12345,14463,299,14138,6656,9209,12754,14847,14515,267,1433,4103,6945,12852,5909
-,9560,1246,12665,7712,12132,14246,824,2573,12842,12013,9689,9448,9368,5756,13369
+,955,5028,12142,11495,4737,1533,11569,14680,10078,5802,14898,6927,5701,2314,7516
+,1326,12718,10367,972,6479,893,14645,4148,591,4592,10862,2617,3881,280,11869
-,13373,9058,10164,13603,10848,4858,10056,9925,7634,12231,3977,11497,8163,5620,5530
+,3316,12285,1362,11595,69,13653,7230,4293,53,7784,12180,4707,7069,2811,13050
+,1833,7533,10045,10786,5990,8401,4260,10062,2284,7328,933,1118,2944,5318,14566
-,10866,4469,5120,1349,1199,2928,14864,707,5320,3882,2238,11601,2123,9650,3100
+,4675,7237,5759,9925,5651,3187,4881,5200,5846,92,6156,1292,7842,1969,10588
+,6318,13641,3437,4416,9579,7527,2302,4093,10046,653,10700,6476,2139,1811,1959
-,10649,10467,8711,356,13670,8083,4258,1567,11820,10785,5651,1240,5577,10758,14448
+,14054,9129,10848,4537,4202,5346,5291,9056,4599,11474,60,2383,5577,1517,11672
+,2546,6997,6542,13150,436,13687,13192,5715,5826,3545,7466,736,2477,10139,7646
-,12329,3583,11960,12521,14830,7709,6004,6231,9857,7704,3157,11862,1313,5749,4395
+,3800,2372,1275,9110,4131,7829,11522,12606,5311,4185,14169,3843,1297,586,6651
+,12251,1804,4240,3410,13077,12795,3914,7031,13604,10845,12229,10699,12477,10127,4228
-,4101,1332,6323,4702,9300,10340,5800,14550,456,14143,9903,12323,6300,13139,154
+,10208,8127,5741,14904,13109,11204,13058,4950,8082,4654,13904,1706,911,6754,14897
+,8093,12728,6964,11517,350,14755,12606,13615,5318,10510,2695,11352,4416,10240,1652
-,3534,11103,7756,9053,5501,8847,1312,4823,6665,12084,10513,9878,3782,10554,4692
+,565,5335,12256,9376,5396,357,2638,9013,2289,10531,10176,7048,13880,8108,5999
+,11090,5229,6706,6765,3201,2168,9637,10671,1493,2166,8973,7535,12638,13462,12125
-,10273,14699,12334,9499,3640,5758,10276,6267,3126,4363,5426,10715,3014,7435,1879
+,2947,4894,9367,2076,5088,2722,14299,2032,6848,5953,11956,2246,7757,4106,7302
+,3392,12460,9098,4078,2301,11528,863,5205,1163,2094,14926,2116,11675,7864,14191
-,12518,662,1100,11526,2906,2744,568,1829,8953,3937,1798,7655,8137,8806,10461
+,2538,11045,3077,10995,10279,2671,4021,5201,742,7870,1739,1797,6667,13129,6293
+,8613,10915,1002,14486,4374,12730,1144,9010,72,13369,9834,2540,11598,10893,13343
-,387,6880,6791,1449,7587,8786,214,4760,13016,872,4729,217,9665,3012,12474
+,9138,9855,10037,14753,2237,2905,9858,6875,9068,2645,7306,3586,12280,10268,6460
+,6087,14116,14751,1467,1859,12196,259,6489,7663,5447,2836,11566,14499,3237,12157
-,14636,11178,4255,7207,5751,3642,12574,12114,10451,12062,7834,13712,5569,6164,13069
+,14595,2903,6367,8811,5657,9870,5049,7776,11930,209,5218,4139,11366,11110,14690
+,1404,5671,13392,1872,11383,14087,9120,2828,4879,9071,4526,7630,2671,14885,11419
-,2781,11316,2648,13881,733,3426,5158,9271,9044,3722,3838,9672,6509,519,3471
+,2017,6115,228,4905,14658,4247,12191,5175,3402,14089,2206,3440,8073,8060,13505
+,8980,9543,4030,12682,12187,2733,14624,12620,4255,11122,7549,10265,13844,5984,6438
-,11179,3287,11877,7175,7428,2610,14761,14943,13710,5364,2667,8026,9661,4321,14162
+,12510,9057,7709,7434,674,1459,13236,3173,14606,13196,9241,4277,7795,14362,9602
+,11943,9795,13440,10151,5305,13995,95,14275,12809,8670,5136,10387,5244,10938,1122
-,6027,351,2785,6618,263,1725,3837,6910,13151,5496,13951,345,7319,12250,13051
+,8861,14578,1807,392,7008,13355,2418,5708,11822,5986,98,10438,9845,3834,14524
+,7020,12896,7560,7955,8194,5724,4505,5254,10304,10427,1298,6292,12772,4487,12236
-,14516,392,5541,13980,2340,9853,8239,6749,8064,12838,13839,12208,11098,8123,11130
+,12692,1754,1021,5344,8912,3451,5489,9904,9256,6813,7024,1692,2189,13306,8019
+,5846,11240,9500,5868,4876,9198,8012,11380,6361,13422,13622,10092,4071,1967,8205
-,9198,475,9117,9944,7602,12602,10714,10135,4254,6226,1851,10283,14264,436,2584
+,13614,93,14628,2472,1475,12924,13899,9490,12575,7957,1003,13640,4300,7658,2035
+,6037,8183,8213,8236,4361,11670,4462,637,2591,1137,8344,2949,11240,12559,13074
-,6233,4680,1127,1778,325,12147,7969,5820,1485,7137,14386,8853,512,2046,4539
+,9341,4870,1823,5028,9705,5416,12166,4009,5307,13098,217,9360,4715,4305,1385
+,7262,1312,13442,6850,11433,10314,6493,13666,1042,5804,11726,9333,5972,1658,1669
-,10620,9232,8254,781,1553,8881,9535,8208,2153,5596,6712,8345,3497,13253,10738
+,5413,4124,9518,7354,239,13821,2567,3445,1505,12078,1823,8720,5819,2216,6787
+,13510,13881,12954,13813,349,13363,8459,7513,13718,14715,12870,2768,5055,4166,11917
-,1144,4183,5764,7085,10287,11802,14726,3049,11902,9635,4968,2098,7497,6327,2264
+,1008,9280,12587,8184,10009,4065,24,9019,7087,14094,2225,6904,9692,5668,14740
+,12181,6002,8750,14789,2178,6284,10681,6862,1170,2806,4227,4138,4205,7381,10329
-,1230,12918,6252,14921,307,5317,5070,1363,14009,5607,6107,1970,12245,11041,7222
+,9844,8759,2413,387,14644,5359,7685,12381,3402,9325,9533,2193,13086,6793,12161
+,9060,1477,11499,5124,5140,3772,13833,4567,10155,12620,8130,13069,13931,11261,11300
-,758,11386,12394,6143,7035,7402,5931,2025,511,1741,5816,6613,13776,2325,11638
+,7920,5261,2748,13872,5376,7387,14453,13301,2856,3006,2267,9793,8341,9594,1009
+,3049,782,8969,9584,12430,9615,4351,14579,12946,11990,14977,4714,1749,12386,3164
-,732,5932,12160,3293,11491,13313,9139,6896,4540,9170,12453,506,5667,4697,1710
+,14501,7619,12681,1650,10723,11266,11260,2835,3263,546,14756,14635,12766,6660,8586
+,4430,6176,5923,12240,13142,11888,7514,7403,1071,13777,8022,7451,5070,3768,6018
-,2255,12138,1187,13722,6751,7363,7208,13324,8233,11675,5533,9530,13573,2007,7759
+,5709,10265,9887,6338,12456,2310,6300,7660,4803,1126,10379,9547,8102,4493,1004
+,11565,2970,6422,7450,12277,963,7820,8251,9983,5148,14293,6921,13176,12399,14159
-,2758,5675,7146,13992,12792,1615,5864,3455,4322,8459,14929,4120,181,14696,36
+,14318,11853,3674,5199,124,12991,7106,7444,5835,8716,14633,7198,11923,1149,10554
+,3451,8337,1739,629,654,4934,13027,14193,8433,3383,14091,6443,14475,1034,7983
-,11291,157,12487,7835,14548,3048,5308,5404,1943,3108,3712,1314,11348,5171,14211
+,5512,7129,10597,9220,5137,8546,5943,3741,9259,9822,6094,5240,11571,5262,5752
+,9776,480,12870,2959,14317,3968,7396,5490,4323,2983,1514,14902,11965,13835,1746
-,9071,4081,14014,7602,14342,9573,1692,3315,7738,9242,3518,13474,1773,10584,12430
+,7707,7345,1108,13108,3859,1379,8547,7010,9274,8907,13933,10227,11333,9323,4820
+,13488,432,14610,500,7225,10391,14172,4901,14221,9922,8192,2800,11013,12187,5893
-,1181,10441,13132,7823,1824,3250,1382,13753,6760,5350,6704,10963,12303,14744,12299
+,372,7192,2515,8203,1999,5833,13554,14540,8822,1755,3883,9258,1028,2296,11763
+,2179,6266,659,12955,13706,2414,10655,3086,3117,2588,7206,2544,4965,11965,10011
-,13440,4209,11118,6436,9522,1289,9444,7580,3367,8771,10993,6558,13211,741,1101
+,33,6099,7818,8412,237,9062,5029,12504,6528,13143,177,13195,1508,11527,10709
+,3492,11751,1687,5410,950,1209,14626,8181,9285,8367,13563,3552,2300,1231,3357
-,4387,11145,3501,2028,250,1836,2218,2252,763,8338,12729,14898,6156,5536,7023
+,14441,9045,1708,8492,14052,14123,8364,541,14074,1030,10489,3343,1350,6365,64
+,10578,2239,11914,9895,1086,13976,5900,8573,3769,2307,5502,2438,14225,14309,2984
-,9582,5393,410,7728,12051,2819,8127,662,1162,13207,1945,325,368,3628,3377
+,3702,2909,13160,2890,4700,5871,13533,4127,12412,1100,7560,12731,9677,251,4663
+,5988,1621,11315,3434,10766,13757,2502,1368,2079,11480,9272,7055,842,11522,5697
-,5467,11804,9688,13084,11083,14485,10116,8975,12298,4047,801,10163,13587,2172,2322
+,6621,5047,293,11435,9599,1750,5824,11810,14281,12298,9839,14536,3548,5442,3457
+,4996,1130,14412,13521,2048,1435,4346,9091,6060,9756,5859,11653,5798,7626,1125
-,2538,11045,3077,10995,10279,2671,4021,5201,742,7870,1739,1797,6667,13129,6293
+,1111,8352,5972,11839,9856,11317,5357,195,1156,3230,7800,6600,13693,4713,13554
+,6587,4419,13686,8079,7177,5807,10463,9916,8794,8905,13556,3611,2312,109,14751
-,11288,1116,3385,1491,10515,2441,3923,10601,12444,7398,9303,7345,2020,5247,6357
+,2198,11624,2626,4583,8141,1935,10432,12930,7217,7703,10667,12576,2361,10947,495
+,7253,10693,5080,6022,6567,4054,10537,4067,11361,5067,11210,8527,8581,4036,7952
-,9991,84,9565,6537,2715,7565,13222,11138,8315,14664,13105,12123,697,6276,8224
+,12109,6580,1562,11017,9592,13192,14156,2241,12961,8687,9484,8793,9304,385,14196
+,3175,7626,12713,1095,7180,6303,13374,14911,12732,7221,984,11689,5254,11730,8217
-,4981,6596,3490,3795,10205,13154,3107,2987,14728,4103,4755,4514,8973,12587,10517
+,1990,11152,4208,1794,2025,7508,6902,8913,14655,13036,3168,9948,5535,6023,11817
+,644,5635,3611,14490,11785,4568,13393,9030,7887,4367,6455,5911,3102,10276,7542
-,9957,7112,9813,1711,14908,9357,11316,14224,1191,13534,7134,12837,12122,10529,6270
+,14792,13966,13617,419,11649,2234,14671,8909,10509,12227,14941,13501,13909,5919,4674
+,2852,8259,5993,12498,2359,2798,325,13813,12638,12649,9429,6724,774,11845,6277
-,7526,6224,13310,7048,13984,14943,1710,1808,13808,11580,7876,14900,9945,12100,14603
+,2005,14910,11867,1598,5818,4633,4240,7320,6907,5056,11102,10250,12473,3516,3353
+,3480,11742,204,2904,13557,2670,1306,4829,6020,10420,3319,7868,536,7458,13715
-,5597,13127,10045,5939,1930,14453,9998,1146,14057,9590,14995,4967,11139,11486,9133
+,10239,1152,5137,3546,14558,2374,4729,1064,9161,8091,9600,13278,6946,3506,3357
+,8187,6914,3398,3437,4812,6283,5780,3432,11813,6885,2464,12567,9061,10268,11248
-,12687,13038,1879,1297,4591,14151,11693,14243,343,2943,8033,4014,12873,12946,6813
+,1809,11373,13920,14993,14553,5484,13122,2536,12995,10558,4935,638,6148,9668,9070
+,2133,11982,6679,394,4212,4449,11323,1879,4393,11393,12143,9714,4271,9065,1148
-,1429,8632,10869,2495,9661,11469,2262,4775,9470,9195,2726,10377,5775,5741,6012
+,11222,4316,3637,3616,14678,5395,12449,1589,7513,13136,8132,2895,6428,2339,11320
+,1620,13570,5532,13694,11083,1314,7155,7890,13526,11126,6817,6595,292,7989,5020
-,343,712,14203,12796,5501,4343,10217,2536,3489,7876,10703,62,11332,1757,5883
+,6596,8477,13148,829,11515,14197,8125,4896,10708,323,9296,10822,223,12203,14416
+,7762,549,10638,996,5889,4227,2677,8373,6309,11688,13411,5832,5602,2536,2439
-,6754,2504,13654,8615,14553,13953,8180,7951,3824,4929,5349,525,12618,9778,2441
+,7331,9160,4670,9517,14869,2828,14479,3116,5696,13580,8481,8970,7549,2999,9516
+,263,93,4551,5323,13179,6490,1352,7532,679,3677,11736,11732,6537,9871,7529
-,12906,4116,7365,14279,12027,9394,14630,14208,734,9695,9477,3021,11296,4459,13279
+,12560,4116,11517,7910,5453,14492,9534,6053,12395,9028,1139,12030,1406,2870,10222
+,9759,6329,9091,9545,5755,8846,1653,10294,3902,11873,14307,2780,9844,7107,10049
-,4675,7237,5759,9925,5651,3187,4881,5200,5846,92,6156,1292,7842,1969,10588
+,1352,1613,9499,965,11003,2478,7636,8965,7288,72,3616,4012,2189,13551,8632
+,3337,9655,1134,9244,13663,10049,1257,9636,1403,1380,4840,11343,10937,11205,12865
-,3103,12960,3606,2375,2905,12826,7297,9461,14405,2778,4938,7888,12143,6948,9336
+,9721,4254,12127,9884,6425,6092,1553,2751,6590,13921,2718,12764,10885,3504,7093
+,10300,1614,6598,9632,2109,7592,6637,6976,11965,10867,10148,4130,215,3197,11168
-,5333,6297,11142,5464,10263,4343,7584,10495,6621,71,5599,12708,7142,4334,5628
+,2087,4609,9186,100,6464,6056,9739,14615,14670,2554,7350,6992,12859,11553,9750
+,12829,10733,14658,13037,427,10668,10763,13906,10156,6977,10536,2442,6726,9696,9304
-,3866,11016,3706,12627,1985,12475,10597,12482,2491,7924,3061,8392,9215,5926,1673
+,13296,7402,3580,2418,13326,10089,3007,2203,14988,9408,14678,582,1121,8282,13269
+,5790,12699,4742,6467,1192,13604,2694,2890,2948,10668,10158,5996,8376,9255,2277
-,7923,3201,6469,14920,3461,14560,2350,14313,14856,10488,7673,4542,5849,5692,13284
+,6523,1682,11744,13592,9116,12878,7640,6195,11130,1673,161,5514,4338,3990,129
+,1468,10399,9542,11737,13568,1859,10467,14398,534,9420,14729,7098,4771,4728,3574
-,14943,6368,2067,9152,12247,10067,6848,14065,8019,8291,9285,14596,1597,2861,10384
+,9760,4947,6144,9655,13863,8684,6774,10536,8942,12206,3585,3172,7734,5270,3297
+,3382,8360,1858,12086,3282,10515,5922,13214,10564,4144,1483,4045,12942,4637,12110
-,7353,7660,13650,12023,12099,13726,14700,1679,8329,1652,3379,14703,1761,6803,746
+,4005,3314,9956,8981,2924,13253,11994,7813,6766,11068,8678,4488,6344,11706,8688
+,5059,138,8104,2621,6826,9977,5308,14805,7257,10467,11256,402,1155,8819,2867
-,6914,9933,11213,12986,1210,8350,14699,7895,8779,6050,14090,10201,11236,12441,842
+,14128,6300,9922,10900,8956,2755,2541,6335,12340,9433,13117,3990,13553,5673,964
+,7681,12375,4877,13350,2293,5951,7223,4969,4575,3115,10589,14277,6334,4028,13140
-,7340,8798,13532,9269,751,4758,7640,6091,12819,4262,2875,3315,5763,6898,14415
+,11879,1452,14602,8565,1365,2238,4962,508,5126,12237,13644,7381,9022,11448,1546
+,6320,8976,10686,11871,3320,13991,7088,1270,13702,2977,6378,743,13032,10073,9690
-,5136,13632,10573,13121,13034,9143,7159,5128,2749,8538,2722,5444,4778,12102,4270
+,6695,378,3816,7529,587,11482,14988,10623,3309,6063,10574,11327,10543,1052,7082
+,8562,7930,9244,13258,168,893,3488,1330,10784,737,8109,7025,114,3435,1941
-,2306,14472,14133,5499,7656,8141,5618,9310,903,9456,5719,10250,532,8979,283
+,14543,12600,4981,14964,1987,13810,5503,14120,11028,3242,11446,1439,3924,5654,3735
+,1618,2763,7392,5663,1438,65,6741,4478,13202,6805,5736,6000,1126,14008,9750
-,10560,7553,7889,5608,3627,8045,9876,589,2143,10486,4162,3424,7145,3549,3711
+,1714,4553,3321,2531,13018,7849,1236,10771,4438,9521,20,10320,2742,11028,6685
+,193,2003,8644,279,13876,8665,9720,4298,8765,13100,13886,6427,6389,4249,3410
-,14521,14294,2595,10765,10842,8805,7580,6251,11075,6581,8486,8208,1880,13260,3651
+,9606,14840,3959,10384,12019,6702,4536,7388,4142,7268,2355,13031,457,6069,11340
+,5245,9801,4387,13196,8976,5809,10267,9067,6792,5049,13797,13344,8313,11774,9828
-,7331,9160,4670,9517,14869,2828,14479,3116,5696,13580,8481,8970,7549,2999,9516
+,5683,3599,1922,14119,9699,1375,6014,8062,6138,13523,9279,3796,9129,8124,7410
+,4955,14838,7714,13528,13976,14113,5183,12659,3578,14623,13687,6282,7393,13872,11054
-,1049,4134,4748,4460,9742,12665,7540,7154,4929,5192,9256,10998,14240,7771,10595
+,12537,12418,1791,8981,784,4349,12364,5129,5301,7314,9871,5248,400,5906,6257
+,10506,2168,7196,14642,4404,3668,13599,6058,4873,4281,7281,9508,7165,6729,1145
-,54,2448,9266,1171,7634,6712,515,7657,14343,1160,2148,4668,14600,8507,9277
+,5844,4418,4939,13061,1662,12923,9893,3710,5410,6394,1342,11114,3087,8045,12323
+,9172,4898,4581,11709,3579,11746,7517,5955,9379,11587,3769,9660,13488,9674,8592
-,11239,9569,14800,14731,7866,8938,4009,6280,9859,4786,99,11224,10646,1467,10241
+,11691,2354,1068,4693,5611,5785,5872,12591,14801,1932,13072,7351,13495,8410,613
+,5337,6200,6876,10581,12164,1269,12034,4800,11874,12220,14205,9983,5240,13317,8544
-,4828,13394,14023,2994,14136,12574,9402,12972,5801,11644,11156,13014,9869,10261,628
+,10829,7958,12121,2454,11915,11081,9122,8834,9819,6567,11062,10464,5791,47,2694
+,3615,1229,7630,3964,8892,11914,6380,47,12972,2067,427,6150,12176,12693,7238
-,2036,13256,1464,6679,4961,68,5313,1480,6831,12358,9154,2439,10195,10613,5287
+,10077,10552,9629,14197,2811,9633,14271,3127,9893,10789,1420,3918,4655,2328,3650
+,511,12163,1739,8100,5272,7995,2084,13065,4284,8948,13123,7055,6836,1617,9182
-,521,3563,5036,3241,7515,12071,5107,2586,11210,8133,12539,11670,9760,9274,8766
+,3925,12967,915,9720,10283,1818,6320,2049,4073,8024,12438,8133,7356,12785,7093
+,202,2122,5888,12414,5757,7107,13151,10777,1772,12388,12089,7868,9745,9865,10662
-,138,4397,655,2782,3333,5700,7308,13535,5665,14895,11167,11141,4880,12248,6596
