OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
-,1097,7240,850,14310,7513,10703,7861,848,2283,8193,11178,14860,7759,6901,13453
+,7734,6459,13875,1286,14879,1655,314,481,3084,14649,2248,789,11912,7295,13474
+,1301,5347,9277,2668,12833,12898,11369,4882,8593,5946,13403,4402,6433,1857,10556
+,8768,11182,13686,1065,7743,14252,2470,11853,2504,2833,4037,13414,4491,3617,6979
-,2858,8797,5651,10961,3793,3593,5021,5329,13524,10667,10908,9975,1928,814,10248
+,1771,13005,5711,5162,1652,7336,3681,2059,5160,7260,5261,3407,901,9818,10898
+,3256,13416,5633,3442,13960,2529,1913,12650,6778,8798,3149,182,10957,12313,11487
+,898,8477,1457,764,10051,604,9958,14266,9207,11551,11779,14049,12110,13923,6509
-,9595,6693,994,5621,9507,14751,14620,10405,9981,4206,11208,4749,1379,10615,11675
+,14139,3252,6790,5925,7272,9012,1558,14465,4278,2127,3833,10770,12045,8285,1301
+,388,6374,584,5659,9199,342,7032,3315,4645,2769,14213,2344,14013,82,6790
+,10664,8596,13008,3808,5084,12607,2224,11275,4846,8559,13597,10078,10303,12073,5428
-,5508,10439,11589,9623,6162,2370,2166,10021,11083,6485,11554,1492,4463,9798,12318
+,6111,10222,4938,6793,8703,1079,5614,830,68,3596,1545,10453,14226,989,13857
+,2863,8273,6158,11305,4713,10713,2446,11088,10328,187,3392,10713,12139,1638,12126
+,4232,8215,4034,14607,11857,729,11585,1584,12191,9068,1085,11295,6020,12931,4850
-,6193,12,8724,14958,11469,14571,8926,4075,2615,6335,9108,8937,4392,3669,12177
+,2333,8291,12673,2958,2806,2173,10186,5978,2783,10171,1235,8003,4363,13651,234
+,7336,10896,14145,10870,7039,13207,4080,2694,6459,2057,935,3753,11535,7994,13507
+,12282,3516,14969,25,12030,3193,6520,610,2760,5715,9988,1363,8262,3147,14362
-,8230,5627,13646,10627,11894,2967,6716,6634,10121,7631,11596,8771,6931,11758,1747
+,14018,14156,14861,12971,2246,4848,12146,3175,7198,13991,3724,12021,1560,8944,1903
+,5621,3701,14947,4573,6562,6596,6905,4023,11524,14634,14283,4321,8849,11612,12350
+,14759,1920,12494,1481,10091,2977,2069,637,12562,6699,7201,10113,14575,12123,12715
-,10399,11731,14873,9161,12690,14455,4133,486,1360,1728,9132,10611,5082,9423,11901
+,2908,582,10900,12118,9429,1618,13045,5410,10112,2328,5481,1063,11900,300,11984
+,6856,13408,8099,14596,13716,6777,6462,13290,2510,11164,5909,8409,14312,13143,6777
+,6173,3639,3420,1482,6930,11788,9261,6670,13543,12208,13132,9454,6588,8673,11989
-,8361,993,5330,7506,14952,7394,8529,10963,1120,13504,14043,3202,7979,1387,13963
+,408,9584,3275,14839,13423,10458,1627,12150,9812,11219,6153,12922,8888,8131,14524
+,970,3124,10760,9642,12017,12346,11301,14981,1569,14191,4712,2167,2625,7264,3287
+,8354,6534,4050,13482,6827,12872,8930,12330,13070,12847,12123,2372,2631,2995,2628
-,4659,2829,5052,7996,8885,3660,11266,3654,4011,8309,2956,568,11499,11837,11417
+,6483,14470,8089,8890,2155,1583,14701,2808,5392,14999,6981,5733,1496,10884,6242
+,2425,9118,13765,4647,1254,6868,7490,9846,5908,11699,2485,1179,3190,3203,2061
+,7068,1009,5645,3541,5915,11071,11371,5849,8379,4807,2047,10568,2660,6696,6851
-,3197,2509,14163,12497,8370,1038,687,10864,5557,1842,13156,11539,11133,10046,8749
+,14940,11211,11732,4587,13616,5115,6375,12343,7946,399,9495,4830,3349,14833,12016
+,1433,9900,8916,8966,8252,6669,7599,5563,5705,13479,1017,12425,5051,2857,11307
+,14534,896,940,13312,3636,8555,6400,1832,11544,168,13168,9647,1731,6762,1899
-,7607,6024,14512,5951,369,14639,882,13114,14357,1516,14454,1288,5501,13255,3278
+,7945,9386,9961,2194,12297,1062,13556,4462,6775,696,3768,3297,3591,14816,8280
+,14483,813,14271,8381,1264,7013,1983,4346,10724,7647,5110,9755,11325,9638,4477
+,32,7518,10019,4278,2851,4177,1479,12352,2491,7436,9987,6682,1312,12943,5936
-,7018,7486,396,4700,5659,13408,14234,8528,3004,7028,9083,7828,14285,11464,7405
+,12427,11967,3505,8706,13956,5235,4139,5702,2683,9345,13031,6230,6050,176,9249
+,3300,4734,13410,5617,13802,10002,10377,9263,3039,2165,5168,8659,8296,4923,13164
+,4013,10245,11841,10643,12756,5540,2741,9139,10944,11590,13267,2501,11237,11601,746
-,12327,3041,10184,5794,13427,3350,201,7544,9136,13419,5358,13219,13364,3790,3889
+,13090,9354,14399,2282,5507,8235,12778,6718,12125,3680,13913,8173,2896,6504,10321
+,4778,11732,1154,9106,11960,13880,11210,1263,7438,14240,6689,643,8991,2539,14131
+,7143,14106,12676,7418,4047,2366,3180,891,4187,4377,13218,8943,7538,32,10888
-,13245,9975,5139,14501,1677,7316,14948,1522,12922,6197,14122,13734,6273,6724,10034
+,2383,5126,926,2779,6184,1655,8363,1290,8280,11348,5884,1484,12528,13311,12994
+,12623,916,913,10811,4139,9823,6291,5778,8279,4865,2116,12,4389,8082,10808
+,14836,6689,6912,12460,8709,2088,7528,12259,14128,11932,7732,4618,10083,11018,13535
-,5695,803,11951,13494,1069,5686,962,12039,7584,1021,11849,14109,972,9785,11715
+,12545,8883,8199,10777,8275,5942,12060,11680,7920,3028,13439,8772,8414,13763,12068
+,11103,10612,8379,9387,3795,8200,12228,4944,9373,6647,11450,1253,3297,14799,4844
+,431,12524,6019,13764,13593,6636,10469,13055,13491,4326,2746,13485,3886,12999,2283
-,7362,8966,1728,10113,9969,8245,14119,14885,6392,11750,5662,12692,9603,7571,6753
+,8392,8501,10924,5090,9415,11338,12580,10126,13180,6317,11025,9738,8246,2395,1410
+,10954,8258,14274,1619,8975,2643,13497,1179,10920,8673,7475,8657,7484,4748,2122
+,9957,13206,4679,2418,12093,11049,13555,13238,11891,7532,11976,7856,3378,10467,2866
-,3335,7592,7941,3792,4361,10115,1582,4667,3952,14659,10707,8494,11507,10691,7312
+,9493,5240,5630,6084,595,7739,7708,8413,14112,4235,7991,8991,5174,3596,12024
+,12774,6265,2909,13526,4237,9439,290,14912,14371,8837,8643,13371,14543,9104,1637
+,14848,4310,8019,13373,4171,12137,4589,13588,7843,7782,6087,6591,2654,3149,12782
-,1612,3437,1359,3622,7742,1200,10849,708,7606,10529,4783,7301,13614,6307,5933
+,8150,9937,4325,2456,1652,1102,7495,9132,4437,357,3266,249,10031,14752,2587
+,14232,29,2195,3,269,4717,1748,1266,3096,6895,7654,9777,3214,237,9230
+,7784,11526,12055,13703,5835,9187,4517,3642,7132,7689,14103,9906,5954,10745,7386
-,11966,1056,7340,532,4110,10016,6282,1599,468,244,10997,10948,2165,2195,5809
+,8177,4706,7694,13334,11027,4992,2310,6723,3534,6352,6897,6071,11277,4974,12657
+,12133,10411,12809,2489,1243,7761,10428,2294,5748,3539,13890,7409,13901,10688,12358
+,3815,6265,7761,2928,14484,13118,11800,9389,11063,6430,2116,13009,6590,6853,248
-,3343,3525,3902,10826,13337,3124,14216,10480,4075,3379,12632,13772,4849,13596,9708
+,11658,6910,8137,8793,10947,999,13035,4374,62,2939,8171,322,9691,11903,275
+,9976,7519,14464,9085,7853,6081,14288,176,5933,6307,2016,7872,4033,8890,2228
+,6571,6861,8892,301,10729,1382,8254,1532,1487,6712,14916,5240,12709,10625,4313
-,10024,8464,13360,3273,10776,2608,10815,10721,4058,2472,672,4054,12393,12087,2334
+,8328,8047,4727,10563,9175,1020,513,9098,9703,14304,2301,1983,11722,2627,7024
+,5304,3293,10383,2081,12570,9411,530,3364,6601,7691,11542,10181,5105,2114,4687
+,4826,13849,8792,6227,10602,6158,9163,13384,14288,3413,13119,14615,6137,8277,1362
-,2818,4833,13656,5161,8546,1845,83,3609,1459,4865,6801,5087,12042,12339,1484
+,13486,9347,9497,5998,6769,7055,13290,13471,13918,13876,14171,13276,1913,12238,7959
+,9572,5453,5395,12362,4870,6649,1416,4621,13873,11631,10504,1837,8648,3239,14101
+,12656,6018,6273,9868,9364,9526,7743,13168,3477,12043,5187,7971,8424,8864,5917
-,2908,582,10900,12118,9429,1618,13045,5410,10112,2328,5481,1063,11900,300,11984
+,14020,12082,6016,4924,5804,739,12364,2234,2462,5085,6657,13216,6184,6778,13435
+,13235,13328,4189,12300,3194,3901,6308,12290,3417,14779,13719,4875,3302,7435,5897
+,4546,5957,4084,14475,11680,8815,11135,9178,5821,6575,7381,8382,14285,14862,3485
-,665,2338,10679,5816,860,13035,6762,12012,6441,7596,1587,2581,1708,11241,13314
+,9666,14482,13793,2383,7473,14197,11788,5703,5926,11350,10306,14868,4775,1374,12851
+,1163,9762,4902,10591,8418,10064,9974,5922,7990,7665,11754,8712,5821,1078,11694
+,2783,4559,7466,9505,6430,10773,5121,12268,11705,5670,4265,12940,14040,14688,9941
-,1682,7450,3544,12394,8828,6556,8649,14236,13138,11579,12190,11641,4897,4427,2797
+,12108,7922,1160,411,8777,5663,3111,11848,7519,1484,9905,14698,3151,8822,13158
+,7458,12546,5049,533,2179,1308,9723,12215,825,1813,6138,6503,13786,5408,14803
+,14065,9495,464,10656,5952,7596,8207,5490,1506,13870,1465,2034,12263,12644,10689
-,11321,13707,1024,6627,7733,14821,13481,14942,12476,10136,0,5968,6702,9527,13394
+,12357,1368,1636,2927,10152,5089,13624,10812,4221,139,2817,7321,5195,7662,6375
+,741,3535,13824,1350,2249,14399,6772,8728,5699,10864,4401,7736,10834,6967,13690
+,722,14240,10443,9574,11640,1134,13370,1773,1514,11738,4781,2984,12544,14695,14870
-,4078,4378,11950,13641,8245,13753,2159,6422,4730,4610,4801,6360,14243,407,7761
+,3250,5872,7811,3671,2988,1496,2608,7691,5791,4003,11196,5894,717,10819,13681
+,11874,8268,4015,13288,11365,14135,1018,1595,2639,14161,13056,1448,13292,4586,13565
+,5437,12870,14939,9286,568,377,5186,10087,8775,10789,12267,13462,11246,7502,8116
-,11095,1074,134,2281,6156,925,8229,5204,12972,9828,11606,6720,13738,6377,5705
+,11433,7717,3987,7194,2609,12422,1974,5446,12882,10861,9911,130,13014,8620,13953
+,8397,4204,1758,3995,5654,3341,9612,929,10848,11088,13115,13607,3927,7697,1187
+,151,11381,11819,5205,13254,4026,2049,649,13233,7270,14380,1003,6834,960,6271
-,13706,4289,3933,7258,6210,9724,14788,3973,2744,14071,9839,14948,12060,12578,7455
+,4700,7771,14051,12226,236,7668,6257,12782,10098,5984,8963,11742,4720,415,14574
+,4097,5446,1158,11331,7596,9690,12508,12656,2034,3056,6858,11168,7268,373,13640
+,14645,137,13571,11982,9262,8597,7701,2917,3209,676,13736,7450,5940,9668,5013
-,2624,12398,804,13126,1777,2028,5939,7329,10722,6157,753,8960,5992,14598,11461
+,13112,14104,11862,13378,879,7491,10485,2788,12081,6067,8572,1990,5876,3765,11524
+,7547,3001,12388,11926,2574,6657,13937,3989,5817,3315,8966,7047,12792,576,13689
+,9796,10207,12032,9560,14639,12559,14196,5755,11681,11597,9807,8444,7986,1432,12154
-,6496,4395,817,2455,6171,3128,6775,7043,9634,261,14884,14646,3800,8050,7653
+,2978,9126,4021,1708,229,1453,12134,4772,4378,3235,2873,1952,9795,14947,1907
+,7497,3151,4364,7910,3213,10050,3645,1757,1453,8490,9957,1532,5509,10339,2804
+,5403,5928,2620,2377,7078,8491,10757,6875,5037,501,14423,11297,12345,2908,10318
-,3300,4734,13410,5617,13802,10002,10377,9263,3039,2165,5168,8659,8296,4923,13164
+,8493,8730,4769,617,1981,946,14549,5901,13424,10853,13484,12594,2405,4589,9994
+,7483,13753,5114,12528,5196,5082,1642,4434,9988,965,4012,5007,11581,4536,3759
+,14968,12752,8224,7028,3902,14450,3085,7204,1787,1974,7537,4757,12183,3041,7390
-,1243,10327,4478,13719,9731,12969,14042,8847,5848,2613,13686,13349,4349,478,3506
+,535,7028,14332,14997,14850,9023,5853,10458,13054,3656,13405,7133,8168,3738,1668
+,8258,4953,10829,14044,14727,11351,5020,7438,589,2015,5968,5972,5038,11695,14217
+,352,13041,680,12128,8486,12175,10694,11927,8081,10288,10191,4493,5325,10607,11418
-,9497,5194,10793,14302,8519,4858,3109,14510,12043,6030,10512,12002,9431,8654,11346
+,5823,13270,10533,14761,15000,4303,11031,12874,4198,2415,1261,9543,13889,670,12257
+,13872,1743,11074,679,11418,11200,4255,10351,8352,7036,13507,9852,7909,12042,6099
+,1949,6477,1420,2972,6138,6805,1899,12769,1520,5689,8469,2226,6036,11784,9979
-,10577,14237,14112,3326,6871,7545,13303,8434,12163,1440,11768,2509,3412,8449,1218
+,2279,5530,10904,9184,8742,14708,12315,10644,1624,11708,14198,14252,2430,12853,9818
+,7769,1158,2062,1924,12492,8458,2857,5907,10758,3732,2916,7024,7807,14108,12303
+,4914,11923,8165,5392,5228,14540,1093,8702,7881,3139,5073,8305,5618,4958,2992
-,4621,4459,300,8159,12817,9281,1797,6249,910,12441,11656,14966,2662,5169,7530
+,5862,6743,11522,6596,1346,6646,12481,6948,12289,11177,13191,5131,6740,820,8018
+,4077,4463,4083,11933,3722,8324,252,9035,3654,9369,3565,5923,4002,11062,8239
+,4698,13027,266,10022,11265,573,4064,7303,8247,2372,14126,975,2187,1880,7799
-,4436,11679,7321,3259,9048,5646,3255,13844,2738,1124,13003,10059,1287,13009,13714
+,7100,6608,6656,10142,4004,10082,3004,9895,2528,4915,4194,8447,3126,6239,7798
+,333,13316,14257,9019,5813,6103,12297,10525,10380,10122,14816,7253,13697,2661,1682
+,11759,2086,11268,9986,8302,8667,3263,1435,3508,10369,6713,9370,2426,2207,10824
-,1618,9064,10835,9775,4575,9228,694,13085,6902,2315,2092,575,10626,4561,6039
+,4761,6924,5700,13228,9686,10190,9466,12067,14828,7151,625,8599,14490,6261,4451
+,6066,9850,14192,2410,4110,10972,1731,2869,10397,12950,2396,3387,10364,9624,14219
+,3194,6406,14585,772,6350,7152,3657,8027,13175,5277,440,10707,7109,14914,12138
-,7767,9383,13760,10548,4379,5817,9975,10831,9375,11216,3773,8795,1470,12697,7894
+,5296,14820,111,3329,12818,7218,10265,14885,10875,14238,6738,4496,13062,14323,2329
+,2296,14161,8352,7530,9787,6546,13611,10486,13643,14555,14863,14643,304,10130,6026
+,3814,7511,10202,12225,13384,1480,5345,3262,8445,12021,5980,6012,14588,3782,4055
-,3138,5770,5584,10983,7602,14349,10167,10665,4201,14202,13385,2661,12348,14053,11069
+,8700,14074,4599,8783,14099,5852,13466,271,6365,9638,3753,2197,1940,10076,343
+,1843,14881,7409,9878,8021,5654,2935,7345,7301,13480,6568,11212,11845,3040,3146
+,4478,10950,12073,10260,13821,9478,1311,10414,8530,9555,9393,5469,13571,11276,7823
-,12353,11733,7346,4658,12940,5083,3634,3080,11665,1421,10147,11169,3994,10609,2423
+,105,13937,5988,6726,2120,6762,3487,12897,13590,4100,11690,4076,6315,5955,5457
+,1527,13037,3169,8083,9874,12826,919,6917,1550,6826,11311,10283,3308,3084,5778
+,3432,13438,8664,8795,4147,10079,9457,8747,11786,13312,14215,4636,8653,13285,7789
-,4792,9735,8460,13697,7245,10366,8587,6930,9524,4452,9202,9016,13549,10038,11135
+,10531,11554,9504,9731,486,11560,5456,6079,8168,9465,5556,14086,8584,2241,21
+,11537,1935,561,5817,3122,13140,11656,10824,2782,12982,10749,13623,9986,9988,10349
+,1994,632,13544,3923,1099,5133,14658,13374,5244,3405,6298,7651,4748,5959,8232
-,3907,1279,5127,1252,963,3120,8463,5349,5703,1290,3844,5082,3644,11593,1729
+,11935,293,2577,675,10052,2125,4121,6518,3010,10742,3823,8860,13196,8760,14417
+,2534,8515,7605,3578,12800,2933,560,14027,7409,6270,9097,5810,9963,2154,9131
+,248,8531,7983,2056,10465,11474,8165,5716,7928,14275,10941,5029,7773,7373,3642
-,10696,14272,1383,14373,9786,6525,7038,7450,6976,9496,12639,3291,9830,11161,1032
+,3842,14856,621,6490,7760,10904,4577,1094,2019,1429,13828,8962,14894,3629,138
+,9755,6391,2969,6745,13965,13932,14103,1520,5225,5359,7968,8578,6931,4379,13847
+,10390,4485,2443,14513,7483,151,13122,6801,2587,4810,2391,8391,1575,10573,11357
-,7114,9693,8690,3043,6590,12587,5822,14638,6843,875,2313,11674,13640,14539,4743
+,9309,13977,14391,11417,2552,2994,10725,53,12200,12393,6318,13058,9235,12048,5416
+,428,14929,4036,14540,7809,5205,8703,9531,714,4991,12188,5276,6326,5011,882
+,14197,10826,7690,8191,12239,10842,978,3213,1663,14457,6794,4902,11734,1006,8401
-,1183,12058,12360,11501,1630,172,11902,14270,4332,11749,14468,14796,3418,6259,5125
+,7407,7219,5592,9499,11777,5365,7240,7362,5842,4139,10966,4542,8272,4602,8450
+,14871,10560,7264,1770,9583,11718,12749,3356,14890,10234,12203,11035,501,14997,3910
+,12715,4202,12390,10020,7047,7249,13854,1222,12173,11515,9982,9313,8004,13835,4654
-,11526,6392,13141,7593,1607,247,7034,11306,1200,13563,2815,10199,4167,2458,11081
+,12246,5347,10403,11879,2300,10595,10003,7648,6128,11764,4397,10583,8464,1008,14967
+,13309,10612,6891,2365,14373,5043,12290,1420,10280,9539,9225,12956,13840,8367,474
+,13034,11216,10109,6595,10243,198,11624,7958,5592,2893,12887,6909,147,8875,4082
-,13021,5415,12240,5468,1740,9850,12040,751,6632,6458,4744,14692,14370,553,8388
+,2778,3591,5250,8245,12979,11627,1839,11675,7847,4074,10608,690,13553,30,13944
+,7712,7243,10976,1858,6537,2180,8761,7927,5992,11021,4653,1190,6124,2403,5730
+,13696,3476,7471,7376,7537,1627,13958,5086,13290,14463,12465,7937,12032,5627,13948
-,10417,3470,3137,12073,1189,4203,8920,1918,14386,12534,481,6584,1156,681,7359
+,5752,5513,6746,14353,10101,11337,13921,10285,2683,1053,14109,10685,4244,8952,3935
+,9028,339,5381,9583,8728,4132,14053,14086,3295,4618,10109,1852,13689,3901,14777
+,3689,9930,6602,8851,648,6565,12154,2399,3915,3546,1731,4581,5988,12837,4753
-,13312,9641,9418,1830,12195,1548,8297,12162,874,3768,6365,11716,11802,8465,8937
+,4404,7347,5391,9689,14750,9062,11632,10952,9118,4306,3048,2720,12053,10561,1049
+,9403,244,2942,5745,14941,11380,12189,1672,2836,2191,8495,1896,3119,5466,260
+,3331,12913,10656,10685,6366,11618,6755,14663,2419,14459,1469,10907,4075,2299,4851
-,12089,13458,41,5283,3867,12948,2305,1147,6685,9922,5537,10323,496,157,941
+,7656,9292,14599,13141,8042,4951,5318,6784,8256,9697,14767,6380,701,7401,4886
+,6778,10463,6787,13256,14366,13758,12751,9524,10539,7328,1422,2010,4857,1898,14552
+,3185,3828,6921,12192,6790,12968,10536,6713,8623,4941,10354,7058,903,258,1448
-,1251,12093,8229,10752,6766,3353,9670,5117,5716,7297,13679,1448,5015,5950,14748
+,8535,1055,4877,4141,2312,10450,14158,6740,13277,3451,8429,4703,5432,1042,1111
+,2154,4766,14821,6149,2803,2417,994,5889,9908,3217,164,12423,8962,5964,7744
+,6380,11129,1029,13760,10118,13136,9235,14914,7901,13869,9639,14552,421,9393,6110
-,13589,11368,3338,3545,3034,13429,2654,11114,4167,3553,757,3704,1658,2036,14426
+,8412,4238,2553,11587,5652,5935,212,2368,3277,618,8405,3007,12586,1350,10625
+,4535,10027,1629,2101,14278,8311,12941,12658,517,12422,1733,11536,1969,6737,14660
+,1646,3961,3770,7563,1235,12752,265,617,12347,7853,563,14660,11896,8300,3006
-,11599,11454,775,12595,987,622,2758,10405,12764,6291,8681,13831,13262,14310,9240
+,10497,2928,4627,749,11437,1072,13523,5522,2870,3624,4068,14048,2082,8421,9481
+,9530,7850,7479,9127,11303,8393,5459,12391,14582,7121,12665,5455,2529,1206,6146
+,13412,803,8150,13692,2374,10326,10090,7579,14334,92,12474,10197,11325,7335,3276
-,9088,1987,2798,10044,6279,9068,3565,11257,13382,8916,2289,5719,9105,3603,12765
+,5701,13647,9205,12578,6557,10196,2660,8104,6697,2873,5722,10357,8967,2597,421
+,4373,12342,2628,3692,9572,3694,5673,7082,10106,1049,1625,11452,12059,2641,4301
+,9635,7624,2439,13866,6643,3774,6417,13441,5855,4980,8234,10395,13597,14798,1910
-,2639,8868,13092,4340,12965,5029,2099,6714,4045,10847,14561,5532,12700,3539,6006
+,8713,5461,11505,3266,7411,11778,6961,12571,2936,8185,13048,2928,5122,2912,9910
+,5531,7678,2354,5049,11419,5702,12683,4209,10049,9306,3488,12695,8383,8298,12746
+,206,10061,5094,6151,7511,682,8642,3070,10573,14711,14509,435,3037,4756,11354
-,7386,2927,4935,3053,7780,2402,13465,8252,6435,4013,4339,7686,5112,4293,4782
+,2750,4910,2193,5706,2068,3884,1161,12104,7418,4107,11648,1753,9806,1730,4226
+,6316,1490,13928,1201,9918,5184,9676,8642,6619,12864,11564,6495,7564,10495,5152
+,2117,1200,4958,13003,2642,9363,329,7052,5120,11757,11942,8997,3665,7619,7427
-,5565,10451,12332,6218,10237,8312,2229,7184,7245,10831,9859,2576,3272,12747,2700
+,3215,14217,6198,12087,12175,6771,177,8200,1369,3358,1459,13711,3691,12124,9597
+,8509,1856,13446,4621,6142,4843,122,10752,4262,8440,4948,6566,5789,4175,12763
+,14157,11671,10751,2963,10832,14648,11198,4464,13918,6571,10665,3887,7938,14502,77
-,385,14751,14819,6174,13555,3302,5262,10021,10655,13682,18,14106,7751,10920,13692
+,9282,288,4635,12420,10489,5599,737,10516,12400,12239,11492,14551,6432,3725,2990
+,13807,2629,14754,9148,4980,14751,73,12286,12357,13992,1657,307,14201,9081,10387
+,13433,344,11896,12564,10164,7782,9119,14782,11267,8835,5716,13185,9444,7286,13860
-,6096,6350,4966,12711,11354,10725,3936,11049,4310,13755,1836,9702,13389,9671,6090
+,9773,60,9272,11117,7621,13532,14902,7357,172,7679,9479,5026,11751,6878,9384
+,644,6226,13090,11775,6610,4874,7734,7664,4871,5271,14621,14529,8075,981,4611
+,4766,2880,14075,6269,9762,2322,8800,6641,3583,5757,11242,1748,1913,11811,3112
-,14560,13921,3136,12594,10983,9411,7118,5213,11303,10266,8571,8192,3588,12948,10272
+,9487,1982,7641,8023,12173,217,6522,5245,4999,6937,11986,14536,405,1293,12197
+,2493,3199,13530,10365,10277,13132,175,3577,3858,2024,6591,9173,3886,13885,14001
+,1904,2522,3483,7027,14302,12884,922,14179,8741,853,6385,8533,9337,9707,12692
-,7261,10667,14962,12180,5537,4239,14722,5196,7246,3312,1119,14423,4994,1611,13300
+,10263,4815,9786,10189,1655,204,2747,11843,10253,5574,11423,4027,9515,12947,13930
+,8648,7839,1062,7503,4824,5725,4235,6950,9021,10153,10726,6859,2028,4673,7015
+,4738,3372,14942,13315,7047,7225,13767,2237,1408,4336,4352,9808,7691,8641,10838
-,7117,14314,12727,2635,5602,4346,2970,4343,4658,10754,6307,9700,9485,2654,705
+,7240,1446,11103,6387,14752,6483,1482,374,5873,2180,8408,11757,4195,308,14196
+,5328,6945,7345,13576,349,1197,3302,6194,6342,1069,8181,5495,8161,752,12967
+,3702,1003,5716,10323,398,2273,12130,806,7906,7055,6734,13782,9800,12795,8102
-,14459,10052,4457,10005,12131,7357,756,6105,10349,13851,2566,3632,691,5529,4287
+,13250,9007,7666,9029,5369,12335,7558,10302,1178,3726,5381,2508,10479,15,2421
