OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
+,8292,4292,12508,5793,3655,795,2600,5658,13576,6484,9059,14721,11254,194,1995
+,5867,12214,1053,3651,3682,3992,355,3822,4983,11354,14501,12085,8044,11694,11681
+,7930,14146,11672,2733,4332,5909,108,13908,12647,12044,1346,12149,13657,6267,10133
-,8432,4185,12203,68,472,9716,9159,13964,11597,8671,9504,9634,13760,476,9985
+,893,13941,8406,9314,2187,12776,12826,13084,8740,8698,9946,14900,4565,2432,2984
+,14030,7789,13421,6564,2512,9414,14624,1074,1833,11095,12359,10212,2329,13023,917
+,6581,4876,13096,1672,7172,14854,8503,1303,9305,12953,13072,8195,2293,10150,14241
+,9559,11405,9125,12239,8922,5630,10024,4854,8462,1828,5034,3545,13193,11720,14658
+,2306,14048,14673,11870,740,1740,5379,4107,5584,11803,9844,8613,11540,13880,10000
+,2014,10449,14486,4979,12962,3914,12632,3814,6317,4400,4360,10244,10569,13653,2917
+,10064,5534,8660,5245,11318,710,12601,1891,12976,10150,189,12848,10168,866,7955
+,12459,3531,364,2973,12992,7887,2177,2631,7226,3191,1217,7027,11103,12165,169
+,4866,2140,5486,10053,6699,6982,3412,340,11900,12723,1693,1431,1187,605,8930
+,12778,14175,558,1252,14305,7491,14762,10024,10158,1723,11978,2342,664,8060,9663
+,8070,13623,14845,10075,1827,7196,8246,13469,616,13709,831,441,6048,13215,5997
+,10474,10043,2989,12106,11243,3453,4836,6257,5135,6479,10255,8395,5444,6847,296
+,8650,13749,14023,8191,11473,7485,10333,10225,7249,1965,3998,4811,11271,14643,14495
+,1757,5029,3344,8767,14990,10369,678,2367,13597,13498,12017,7492,14304,7875,385
+,13749,10540,6654,12799,6606,4271,12355,11589,8996,7768,11597,2600,6536,6116,8556
-,9849,772,14492,9311,2236,5702,63,8714,2302,8700,11216,4306,1269,2509,14736
+,11691,6851,2418,11655,5598,11725,4431,3063,9881,71,9035,5570,5495,6793,3940
+,1505,4198,11649,13555,6297,2845,9106,1555,5524,13406,13574,1345,10620,1591,8969
+,9797,5854,12625,7047,11225,2494,6196,4546,4934,9902,3195,13497,11719,13136,1024
+,7904,8224,1677,2670,2164,14313,12483,4396,11890,6273,7706,5725,10067,14536,7274
+,10287,14132,5886,10847,5546,13537,9444,6706,6101,14433,777,1689,1238,8058,10898
+,1313,10513,5843,1253,4260,8844,14164,984,12860,2187,14349,6221,4899,8669,11872
+,5927,370,4251,2503,14847,8380,7829,5310,5996,745,9937,1126,13174,10514,10338
+,2197,12576,9752,1956,2415,7647,4459,1984,597,769,1260,9822,774,13350,10916
+,8693,2123,1350,10975,13765,14066,11237,4655,12138,930,5535,11588,6756,2057,2045
+,5291,8659,3854,3830,9822,14501,12417,13173,4290,14427,5018,4296,8804,10060,5027
+,14645,4095,2361,12276,6369,10488,12418,8931,10603,7967,9624,3652,713,1090,12781
+,8398,8685,7212,11141,6353,13288,6608,13511,9870,4365,11996,6835,12863,7305,8392
+,293,7307,5928,5201,14940,762,3319,12808,9650,9577,3297,13128,14862,3776,4162
+,7536,9594,3777,6539,6316,4235,1591,11915,7501,2986,7448,10279,2064,4331,12370
+,9455,3918,7277,2808,4850,12173,10767,3418,1284,8112,8520,629,12463,1867,91
-,14895,6176,11656,10217,10553,8974,9289,1776,14483,3370,1119,14182,7301,1881,5335
+,8666,5274,10941,1230,447,5995,10519,1857,14538,8296,3273,4753,7977,786,12756
+,13343,4090,3547,14592,5085,1894,13868,3483,5584,13792,12299,14891,7819,8150,6160
+,5070,10406,11528,9706,2797,10209,8613,725,14458,3735,1706,3007,246,1159,3987
+,234,2969,8658,697,2643,14756,7861,2478,623,3090,11967,10424,7990,482,11889
+,12913,13383,5298,9411,1070,6907,3940,10732,126,12891,3607,3383,11264,14568,378
+,509,14083,11826,6569,10137,6832,7034,30,12440,1662,3147,14952,12201,5592,427
+,7603,1058,9117,9767,13478,5900,5729,545,11376,7604,7577,882,5616,2153,3859
+,5929,6392,14087,1696,13838,14704,13771,11572,7193,8402,7403,10854,3503,8081,1680
+,3191,12561,11164,13686,7595,7349,3751,12040,13140,5898,2537,9886,3423,10895,6770
+,10018,2506,9956,13903,8031,14491,13382,4953,5620,5497,8488,10553,8000,12532,4117
+,3234,5976,5910,5487,4704,11470,12426,12497,7544,14641,7317,8214,12986,9071,7087
+,5884,6838,1039,7902,11600,1445,14849,3548,6675,10362,1414,3821,245,14256,5466
+,10630,9160,5629,10468,12955,6925,12243,6156,5582,1729,8706,4615,419,11422,14713
+,8105,12634,3629,1281,6239,121,7306,1348,12589,13553,5382,11067,11163,11737,6840
+,11305,14983,10552,6433,2170,6225,14491,521,14080,3821,3806,2953,12912,7917,14791
-,3503,12599,4008,5174,10662,7987,7598,6150,13022,5741,14889,2590,7166,14400,14096
+,5173,14594,5600,3810,2650,6718,7911,4483,1356,4872,8845,1632,744,5207,8097
+,12254,14886,9063,10220,11392,6801,486,9902,14007,6597,9477,1191,10697,9468,8193
+,10569,1171,11750,11952,10743,13365,6183,5680,2956,10270,14740,8955,7783,8541,5198
+,13440,9995,8105,6645,11169,4484,7262,10327,4654,2993,7292,14245,6528,1358,7315
+,4031,10013,3626,1418,7652,3208,9609,4745,12788,3349,8691,5595,3238,12860,2868
+,7210,8912,11431,7427,1145,8045,14827,6137,387,12669,18,4543,5255,10978,12572
+,7409,2010,5158,9559,12033,1807,4446,7164,12383,7134,9081,3992,11624,10117,6551
+,10960,3331,12263,12349,5955,11080,9885,12652,5392,5720,14647,12311,3630,8071,2972
+,14753,11170,2460,14528,11967,14394,3993,13151,2463,7592,14702,3226,11783,6680,8079
+,6195,10,6584,7413,7941,3360,10249,1024,6839,1007,3756,4738,2735,4148,4673
+,6731,2275,6499,11985,5570,2206,1967,9925,6381,14293,7,10048,5190,11237,706
+,10090,138,4203,11059,6606,11711,7665,2887,6287,4635,4862,11913,7900,6314,5830
+,11522,7440,8992,8945,4985,1774,3519,14538,2474,10540,2202,8296,7632,2262,2635
+,14896,2883,14165,14131,7278,5261,8730,7879,6591,7083,1474,11200,12003,11332,11517
+,7795,11101,6294,7162,14361,100,8920,8562,7137,12917,4490,14494,6300,4904,2121
-,14592,4691,12096,2716,13367,12350,8287,2068,14795,6915,13094,4011,13040,12723,11503
+,861,2241,3981,1612,10264,6169,6289,204,14670,9099,2382,11309,6899,10387,8938
+,7762,8324,11880,10416,1660,10842,4185,3309,10368,7879,12670,143,14434,10716,11697
+,13748,1004,8521,9220,2539,8210,11734,4886,1065,12811,1981,2236,8025,7409,4555
+,14396,13346,9865,4796,2417,12073,3886,2889,13362,12448,230,12213,7268,10542,14540
+,2582,12226,11164,11478,7494,12926,935,14663,1256,14278,8802,7761,617,12605,6720
+,11920,13426,6522,1037,4980,13755,9894,5204,14960,8592,9567,10189,13352,4403,863
+,2891,376,5828,4965,4136,8644,12037,4556,4654,11055,6883,3770,4824,3664,14869
+,11373,11800,14684,3433,5159,871,8883,2485,12676,10098,8143,6225,7587,268,4090
+,1547,7476,7086,4136,2561,4140,7878,7543,9978,11255,951,13562,6754,5674,1068
+,5513,11034,12932,12566,14011,58,6467,4259,300,4211,602,3810,7955,2574,8216
+,13691,12350,3556,1216,13661,1083,11936,2796,13597,9095,9744,288,9790,3478,10557
+,1358,11369,10087,3789,14463,14187,8636,12061,5809,11998,2022,1541,10967,8524,9510
+,10263,9644,7216,8367,10360,10351,4620,10663,3625,10508,10011,4945,14376,10577,14511
+,11819,12667,11762,9477,713,10633,2349,8795,10165,184,5343,13047,10943,12484,5327
+,3813,12861,9929,12360,9391,11904,3053,4842,9488,4561,10474,12977,13528,5660,12832
-,4403,11436,9866,9708,6783,2396,5600,9548,14346,9128,11352,10926,14346,6772,4216
+,8700,2859,13027,12214,2199,2969,3564,5483,2531,2662,12502,9346,9030,1884,5860
+,14016,6807,13304,3781,10556,8434,8519,3133,8830,13896,12073,1520,14674,13194,443
+,12092,685,6116,4011,12549,13469,2290,3614,5541,11906,4460,4227,3610,6310,4061
+,8715,12600,1736,1387,7693,3238,10725,5047,346,14960,12787,10229,14073,12227,1057
+,6254,13010,2589,4470,1342,10330,6789,8948,3300,5039,5449,3843,13818,13158,5843
+,14914,1179,14396,4649,10344,1637,9795,11587,14714,8553,11949,5323,9157,12235,1635
+,13696,11804,5162,13812,10163,1443,14030,7772,11462,7067,10707,14680,6495,9635,9164
+,4868,12506,13678,11453,10894,272,10981,7028,8276,6913,2671,14079,203,588,8748
+,13265,4589,7684,11831,3271,11281,11194,5708,6536,13228,451,3108,14325,12618,9896
+,9875,10411,3973,14590,3855,3324,5958,1713,1717,2055,9017,10979,10946,5463,11869
+,6037,11232,7917,7203,5928,13430,9712,9528,1979,6547,12182,10150,5770,12031,13440
+,8779,9629,8613,3793,13900,4637,2420,7990,3668,10830,10071,361,495,12533,4943
+,12496,13543,10990,1712,7343,9751,6139,1444,14542,3522,4610,13922,12014,2893,9056
+,10831,5217,7473,8076,13011,2890,6140,5321,5435,240,1787,12253,7791,9623,80
+,7646,7427,10139,9086,3439,13534,826,836,11875,12583,6544,1675,1579,1891,3664
-,6661,13033,8466,5965,5274,13890,10863,7062,6639,4005,6830,5094,4762,5518,9183
+,5627,10489,8405,1942,2338,999,11087,7660,12603,3244,14561,12927,5838,4660,2610
+,5200,10828,13527,6453,5048,6427,4546,8321,1965,5334,1670,6447,6152,13399,11038
+,7721,12697,4716,13565,7920,11686,8990,9246,741,12560,5484,10045,1279,11494,3603
+,270,11088,8014,5944,633,14640,11439,325,2498,8203,14777,9443,5767,6655,2818
+,4009,148,14897,1623,14557,7640,3410,12700,209,9547,6033,2259,12590,550,6630
+,7809,374,9793,13636,1199,2993,3769,1731,4397,9638,7136,10264,880,7534,13511
+,8634,13739,7735,14486,12775,1764,12174,3672,3345,8006,2029,14024,4906,7563,14329
+,11647,4200,12712,6266,4736,7574,7350,1827,11425,12435,6079,759,5183,9149,14482
+,3105,11304,8268,2974,8785,8814,4577,8873,9318,9225,6539,8611,9520,3989,11315
+,1603,2691,2586,8989,2033,14310,10523,14133,7238,9611,11871,9139,12368,8125,5594
+,10992,5286,1984,12595,1061,3702,6581,7320,8387,10019,535,11326,3401,10061,13772
+,2375,1273,6455,7070,11297,8299,13703,10279,9888,13380,8511,3957,1836,10098,3168
+,4951,5908,8010,3078,6341,8721,6217,6646,4395,9314,1030,14699,9747,10507,10347
+,9366,13496,13500,10790,4849,12295,5734,2528,6124,7929,7781,32,5146,4202,14763
+,12276,5581,4359,1659,4934,11006,7485,13279,12061,3660,9938,13103,10910,3456,7346
-,1654,3906,13308,13189,10426,14970,14294,1051,5374,605,11035,14225,698,1790,5647
+,10072,13588,9754,2197,1357,11278,12442,10580,2231,11855,12197,1283,10392,1277,8845
+,5271,4433,6805,11256,7154,7082,14933,11080,8452,854,10557,14858,14863,4501,3904
+,12289,14706,6540,13589,2923,2539,3878,12293,2809,9422,8011,556,1546,13114,11191
+,6701,2210,14082,3888,7967,3549,7132,14529,14217,7947,389,8600,9666,13742,1374
+,197,8184,9616,7934,1190,67,14234,12243,8798,9498,6234,4273,13757,1085,4553
+,4878,941,4248,7117,8344,5948,14096,7794,12422,2300,14375,12144,13117,6240,13580
+,12524,3580,176,12177,541,6089,5684,14634,9672,9103,14743,12299,11889,13006,8094
+,1123,12938,2624,10578,2274,14381,12587,6319,2478,6613,6275,9305,12189,14216,14284
+,12156,13951,13597,12946,9257,12095,7047,5864,6951,6020,8743,4100,1372,6800,11245
+,4159,14985,9604,3646,8117,8102,7566,4609,10240,9489,5733,14209,791,7888,4982
+,14874,449,14507,4758,14741,11149,10748,10142,12732,7320,9872,429,2032,13401,9386
+,8235,12249,2245,3131,12901,3328,11412,3984,1871,14633,879,4968,7398,4000,7624
+,12996,10542,10254,3568,2157,4095,12293,6718,8944,12224,13550,9413,10308,11140,8300
+,3040,11709,10796,4821,4961,3426,11920,9069,14374,6596,8926,13582,13764,6581,10852
+,9664,3167,4475,11637,4409,3013,791,12616,9762,10508,8413,442,8589,10408,2292
-,11810,7435,1089,2846,6675,2565,5397,10556,10477,11673,10386,14488,10425,10400,10384
+,6995,5010,2144,5488,11108,5355,5478,5745,8559,14043,8517,11292,8276,1638,2099
+,9104,11729,584,6126,4244,8152,8619,12115,12110,6472,1640,7102,3162,9804,14678
+,3513,6630,13551,1632,13135,2043,10500,12853,7694,4634,3599,8728,511,4941,3942
+,11953,10431,2558,10521,537,2116,2166,10382,13447,5602,5318,1145,11627,10562,10620
+,1489,8961,8841,6359,732,4035,4433,11509,7400,10485,3966,3385,14843,3251,10991
+,7116,4521,8079,11811,5823,7515,13572,11951,1313,1888,2394,11008,14174,7111,7765
+,5304,5938,13112,460,1754,968,9156,1345,11561,7778,9934,14040,2226,12502,1361
+,6345,11776,9633,7596,14200,1235,9794,13346,9276,12517,14092,13846,4110,2939,14128
+,3165,6077,5024,14986,12520,9003,6895,6964,2195,1187,10728,7185,8545,11358,10630
+,4647,11719,5010,9476,10016,9833,9525,1637,2738,13745,12985,3961,130,1463,3211
+,14352,2550,4763,4701,8231,3415,5330,1641,6004,13175,13862,9886,9864,7045,10103
+,9623,7181,7288,8275,13354,937,8119,7708,6459,1728,8407,3258,2400,14829,2666
+,8876,12685,10934,7895,4188,4618,2143,7502,5276,1442,9349,8562,14051,3199,7777
+,13599,9666,12943,14773,2854,4445,10171,1726,12795,7325,10226,6992,9125,9923,5330
+,8311,8288,2285,2337,6884,11692,11863,8550,11189,9632,3,12210,14185,6623,11009
-,5482,2444,5768,3580,14685,5614,7844,5877,10703,6892,3517,12149,6760,14245,10320
+,3332,7396,3153,9042,7330,3020,12335,4793,8484,2191,8645,13676,14676,3496,995
+,14071,14270,11406,1030,12155,11887,2268,8085,1380,6712,920,12340,1592,13784,2759
+,10608,9961,7230,2140,8284,11833,5639,14621,989,13935,8813,4637,11405,4099,6840
+,2575,14526,1060,672,12238,14741,2406,13275,400,10647,12772,6553,4739,11226,1209
+,5872,3352,7426,912,7996,7399,7994,5907,9092,4518,4957,4439,12088,13710,13146
+,2555,14209,14509,11842,6409,11423,4525,4970,7068,2046,14370,6225,10669,3539,5050
+,11959,9194,1308,7116,6144,12594,4812,5730,3888,3891,14910,14250,4124,3316,5683
+,8970,1522,13045,1823,12524,6443,12470,6654,979,2220,4811,13716,11386,8975,8421
+,12687,12092,352,11493,3340,1879,11794,10313,9599,1887,4467,3130,959,982,3763
+,11514,6220,12336,580,10080,8088,14884,5159,2107,11407,6278,10313,7845,1720,8613
+,467,3479,4525,6953,2584,6941,12541,6347,8999,3767,2488,5874,12205,14112,9239
+,9536,2590,9140,6761,8795,8025,13736,8028,5065,10579,10225,6894,951,4759,12559
+,3326,9755,10332,5308,5975,6298,2061,6219,8656,6886,9874,5227,9860,1681,5374
+,4138,13919,4900,881,14626,13948,11178,3306,2304,10897,2284,6062,11582,2900,3793
+,4732,7585,11090,6479,2482,1470,4028,6289,4213,12151,5655,8841,13503,2627,6340
-,3474,7088,9193,4998,9089,3410,5484,7425,10973,7994,10096,4069,2851,1111,7494
+,366,8395,7008,12304,8463,7849,13229,9773,12547,11410,2443,5755,6607,9332,14994
+,1247,7160,9904,11906,4612,13861,2663,6405,1231,10582,2115,4356,10127,9317,10425
+,13046,10129,8070,11612,88,14191,10538,1627,14843,14529,4537,47,6311,11369,10386
+,8998,3651,7288,1198,619,13235,13553,10928,4786,11639,3456,2522,12659,6287,12035
+,1741,12724,1202,497,1231,3304,1882,12763,5044,6629,9655,2979,10166,559,8587
+,501,7931,1568,12686,8647,5734,4299,4665,1466,4428,13531,9745,3222,15000,9371
+,1690,7298,8074,2412,7582,11034,4250,9559,2753,7129,4632,12291,4802,14307,11931
+,7015,8634,10774,1423,13896,11806,13769,2804,14640,3025,4997,6565,1644,14865,9700
+,4281,5447,4941,5418,13631,763,9071,10693,12908,423,4668,13462,6928,5020,7513
+,14152,2679,3555,6494,5983,7807,8575,14887,7130,3227,9729,13256,13163,2558,8085
+,14341,14810,1414,14199,7343,9322,9529,2051,5264,12920,12910,12947,4683,6634,8666
+,11882,4487,5665,11010,11251,5595,10292,1865,8210,4022,14766,5509,777,8143,14276
+,13792,11116,2438,1169,13810,51,11673,6404,4455,12960,11646,4759,2783,1265,10895
+,12102,5470,7122,6544,13010,4585,11106,10431,10544,6985,11221,11216,12821,6704,9429
+,14816,11736,5034,8548,6300,3470,1802,8871,11257,3574,3165,14549,7044,8920,13638
-,6694,13178,13999,14674,12346,11889,7350,6634,12447,2154,13334,5212,1550,6836,1536
+,3587,13325,13966,562,136,6883,3895,1627,2879,2839,10698,12774,13245,430,11518
+,13815,13594,3020,1226,619,13044,1073,10887,9346,4152,8929,2687,5815,10212,11437
+,8975,1795,14178,14799,8687,9592,10148,2490,12867,13555,8519,10177,12488,1474,14218
+,9250,885,522,4151,5779,5513,13150,4642,9348,6088,10081,9670,13898,14247,5446
+,14887,8674,13773,10713,9096,14091,1227,5756,6096,14368,5048,5914,12273,9243,3312
+,555,13606,12295,4056,9328,10787,2988,9064,1920,11287,5797,3752,10835,7310,13332
+,4014,1091,10775,6722,1742,9672,2052,4583,6192,4753,9384,7385,217,9637,4823
+,4308,13187,5632,7419,4213,8917,7289,12705,1617,13660,14392,9090,4419,427,10991
+,4960,7235,12359,11479,8260,599,14046,11280,5142,11125,4181,4023,3277,6766,10564
+,3496,10485,2959,7482,299,2245,5661,2341,5866,3612,5791,12809,2319,14734,3521
+,1710,7014,1721,313,10447,5402,12152,14064,12223,6705,6033,7865,7421,1407,13192
+,6634,1295,2980,10400,7178,9281,13479,9604,1930,13909,10204,6590,2212,681,6666
+,12795,4754,13740,6353,4408,890,13523,9823,4193,12534,12327,3737,5910,10197,12448
+,9527,12406,2246,7557,2282,9700,13282,1279,12329,7153,6799,3052,10271,10487,12368
+,7850,2735,8903,14788,1600,3838,12631,11028,6642,5509,1988,4503,14908,5090,1452
-,13539,13767,13956,13707,3691,11672,10578,1198,4048,4328,13346,4711,5520,7187,8263
+,2947,821,9671,10564,6293,7049,1,80,143,14462,7947,2819,11097,11597,7499
+,8243,11294,10989,9491,6375,3315,2540,10421,7274,11037,6583,6622,9204,287,2551
+,14619,9820,3102,9301,3642,1496,8380,10475,3618,3596,11292,10498,2355,7441,12550
+,2058,7579,6747,1442,10858,4028,5898,7041,12555,1594,2243,5946,7891,8387,5748
+,6014,1183,4594,5351,7733,3755,2782,8838,725,10414,13995,1840,5919,11984,14057
+,8352,8319,11416,5152,9655,13805,1360,1679,12595,12590,13890,7298,8583,12878,7858
+,2587,2587,2082,10747,4691,7576,14505,8393,2409,8382,1582,3247,9701,1122,6122
+,11361,2124,13257,8105,5516,2265,12963,7303,10401,1436,991,4936,4949,4491,6468
+,281,11299,14748,11488,8033,6647,7007,13675,7577,13519,5801,3245,2590,6772,1598
+,478,12854,10394,6819,5701,4911,13792,13787,5668,5084,13912,6992,14576,4558,3755
+,12654,7476,8008,8936,14919,8138,12559,7807,11819,10016,4044,12480,4974,9354,6160
+,6248,5702,2722,14589,10757,9685,6542,13914,10026,304,8458,14871,7235,13647,11525
+,1163,283,9830,2736,6057,11255,549,12819,3345,8057,11787,1317,14378,4221,6473
+,4519,11615,31,10012,6251,11454,10774,1503,9089,4052,5697,3733,9686,12096,9574
+,4615,1546,10986,1815,14035,870,9759,11905,1994,7182,13928,9938,13593,1090,12226
-,3847,3896,14779,12700,11929,10262,3761,4249,8909,11039,13463,13881,1162,2567,1032
+,11476,2128,2326,1705,5448,10245,7165,14113,14505,14957,3577,8712,5122,5368,7441
+,6890,5684,5620,2339,7964,5060,2231,4549,13134,6575,8029,2712,7423,6764,12650
+,14427,1909,14457,11483,10569,9697,1188,3890,6724,11303,7176,1978,3179,6344,735
+,2140,7880,12321,6325,4222,12480,14449,9111,202,4908,2111,12732,6135,4104,9317
+,13925,5840,12938,2634,8161,9140,4773,11202,1312,14478,4397,7739,827,5338,2498
+,7276,8378,5356,14313,771,4541,6429,1511,3873,3855,974,2062,1261,2519,1774
+,5521,11539,8383,11804,2631,9724,6711,4784,3642,7656,4712,1505,223,10952,6542
+,1080,8266,7775,4107,5639,11146,240,14245,12107,7048,7556,11585,4482,5557,8168
+,13385,10662,1575,12633,10591,1817,8948,10668,4658,1035,3655,11556,11580,5436,364
+,4133,2431,5181,10146,3862,6836,4736,10977,10748,9943,7732,5680,5968,9292,2980
+,14386,6072,6916,4583,6879,14871,4572,8400,12426,6611,2786,1602,1739,2309,8585
+,4394,13770,7785,9541,14611,14856,9257,6323,14037,6006,14504,906,551,6182,5300
+,6517,5890,13011,615,10398,7533,9086,2999,10473,13358,3549,13250,3860,5368,766
+,6201,14391,2189,7927,11703,4689,5660,10990,5518,14237,9391,4270,7186,11943,11553
+,3280,6245,13474,4167,11434,5120,2164,1908,7589,8386,13198,7263,1352,14362,14963
-,7588,917,10714,11322,8664,9154,6882,7710,6714,1537,8843,11733,12635,12044,6163
+,11483,923,3378,2887,9687,10617,8166,13697,5415,6607,4472,10053,10758,10147,8424
+,6789,385,11487,1533,985,4720,13931,14709,4218,8399,7718,5808,2618,726,9983
+,7360,6316,14763,13539,14463,5233,3743,6640,12544,6872,13781,260,14883,3696,1335
+,11593,14107,1426,9543,14815,10204,7517,6791,1328,2627,11688,1981,5099,4808,3990
+,3281,14988,1359,5106,14986,4633,10295,13518,12970,12648,7443,10813,2046,1401,12788
+,12559,4135,11338,4774,11488,2391,8761,5320,3091,4161,9666,11442,10925,2695,6894
+,4991,1991,3226,10563,12078,9113,13024,12217,3164,9032,10293,10777,3807,2584,9628
+,1162,11396,2220,277,12761,5013,7603,13669,1355,8290,13417,7138,2440,5541,8015
+,1892,282,7815,12607,7207,3946,14738,13193,4453,4521,93,10007,10652,8606,7727
+,12190,3054,4148,531,14740,7671,7934,2225,486,9848,215,4314,10801,8942,4482
+,8824,4842,7310,3293,10923,106,1653,14788,4464,7450,12007,1855,1813,4874,1913
+,12203,6272,3167,1172,10275,8253,9176,3931,3184,9164,1529,6802,10363,14579,11947
+,2353,6395,2609,10998,1310,13130,2820,6160,13672,12711,2261,3207,11840,7499,4205
+,1955,2452,11081,9550,1937,12740,1278,13709,1004,8250,4161,8267,1429,361,4668
+,5661,10062,2442,3602,9602,6418,3173,714,14864,2905,5396,2210,8234,2176,6557
-,12504,12086,10064,6558,4710,8137,13385,8042,1113,6308,2682,14329,587,499,7782
+,10439,6230,12084,13642,6319,11538,2251,7171,933,10306,12760,7843,2373,3692,7982
+,12897,6219,5007,11067,11049,9,5726,13756,9149,11610,1356,3610,13188,4522,14547
+,11407,11476,2203,3153,1534,7521,943,5345,12338,2190,14718,10386,11502,1553,6418
+,12346,8085,3657,14548,13625,13466,13909,617,11918,6865,1056,10947,6167,11208,467
+,2702,10080,14111,10789,9367,2677,1069,3205,12219,12208,13078,10949,10682,10625,5125
+,357,1041,2619,4560,11520,11238,4158,8415,1821,0,11574,12415,739,4597,9077
+,5647,5904,10350,4634,6259,12672,9670,13863,2670,12517,1306,13885,8776,11357,3350
+,10643,12438,7684,5394,6632,5073,12353,3183,10940,2000,14828,6437,10488,11132,11091
+,2435,1169,489,12303,8402,806,2761,282,643,8594,10096,8727,7527,8877,9629
